Intensity,Time
219.7106227,15
0,15
171.8759072,15
72.36462836,15
1150.253491,20
2101.836475,20
21137.26567,20
9980.755487,20
64894.94443,25
282191.8238,25
6811.138705,25
38975.90017,25
170852.7147,30
453920.4771,30
183351.2077,30
228890.1843,30
216573.3917,35
1206326.089,35
939603.2036,35
174058.1362,35
