""	"id"	"mass"	"RT"	"XS.2015_08_7_013_R1_15_TECHREP1_ESIN01"	"XS.2015_08_7_014_R3_15_TECHREP1_ESIN01"	"XS.2015_08_7_020_R4_15_TECHREP1_ESIN01"	"XS.2015_08_7_037_R2_15_TECHREP1_ESIN01"	"XS.2015_08_7_049_R4_15_TECHREP2_ESIN01"	"XS.2015_08_7_051_R1_15_TECHREP2_ESIN01"	"XS.2015_08_7_060_R3_15_TECHREP2_ESIN01"	"XS.2015_08_7_061_R2_15_TECHREP2_ESIN01"	"XS.2015_08_7_015_R2_20_TECHREP1_ESIN01"	"XS.2015_08_7_017_R3_20_TECHREP1_ESIN01"	"XS.2015_08_7_027_R1_20_TECHREP1_ESIN01"	"XS.2015_08_7_034_R4_20_TECHREP1_ESIN01"	"XS.2015_08_7_040_R3_20_TECHREP2_ESIN01"	"XS.2015_08_7_041_R2_20_TECHREP2_ESIN01"	"XS.2015_08_7_062_R4_20_TECHREP2_ESIN01"	"XS.2015_08_7_065_R1_20_TECHREP2_ESIN01"	"XS.2015_08_7_010_R1_25_TECHREP1_ESIN01"	"XS.2015_08_7_023_R2_25_TECHREP1_ESIN01"	"XS.2015_08_7_033_R3_25_TECHREP1_ESIN01"	"XS.2015_08_7_035_R4_25_TECHREP1_ESIN01"	"XS.2015_08_7_042_R4_25_TECHREP2_ESIN01"	"XS.2015_08_7_044_R1_25_TECHREP2_ESIN01"	"XS.2015_08_7_055_R3_25_TECHREP2_ESIN01"	"XS.2015_08_7_056_R2_25_TECHREP2_ESIN01"	"XS.2015_08_7_026_R4_30_TECHREP1_ESIN01"	"XS.2015_08_7_030_R3_30_TECHREP1_ESIN01"	"XS.2015_08_7_031_R1_30_TECHREP1_ESIN01"	"XS.2015_08_7_032_R2_30_TECHREP1_ESIN01"	"XS.2015_08_7_046_R4_30_TECHREP2_ESIN01"	"XS.2015_08_7_047_R2_30_TECHREP2_ESIN01"	"XS.2015_08_7_063_R1_30_TECHREP2_ESIN01"	"XS.2015_08_7_067_R3_30_TECHREP2_ESIN01"	"XS.2015_08_7_009_R4_35_TECHREP1_ESIN01"	"XS.2015_08_7_019_R1_35_TECHREP1_ESIN01"	"XS.2015_08_7_021_R2_35_TECHREP1_ESIN01"	"XS.2015_08_7_025_R3_35_TECHREP1_ESIN01"	"XS.2015_08_7_039_R3_35_TECHREP2_ESIN01"	"XS.2015_08_7_050_R4_35_TECHREP2_ESIN01"	"XS.2015_08_7_052_R1_35_TECHREP2_ESIN01"	"XS.2015_08_7_066_R2_35_TECHREP2_ESIN01"	"XS.2015_08_7_012_R4_NC_TECHREP1_ESIN01"	"XS.2015_08_7_016_R2_NC_TECHREP1_ESIN01"	"XS.2015_08_7_022_R3_NC_TECHREP1_ESIN01"	"XS.2015_08_7_029_R1_NC_TECHREP1_ESIN01"	"XS.2015_08_7_043_R1_NC_TECHREP2_ESIN01"	"XS.2015_08_7_054_R2_NC_TECHREP2_ESIN01"	"XS.2015_08_7_057_R3_NC_TECHREP2_ESIN01"	"XS.2015_08_7_064_R4_NC_TECHREP2_ESIN01"	"XS.2015_08_7_018_QC06_ESIN01"	"XS.2015_08_7_028_QC07_ESIN01"	"XS.2015_08_7_038_QC08_ESIN01"	"XS.2015_08_7_048_QC09_ESIN01"	"XS.2015_08_7_058_QC10_ESIN01"	"XS.2015_08_7_068_QC11_ESIN01"	"XS.2015_08_7_069_QC_DILUTION_1.2_ESIN01"	"XS.2015_08_7_070_QC_DILUTION_1.4_ESIN01"	"XS.2015_08_7_071_QC_DILUTION_1.8_ESIN01"	"dilcorr"
"606"	7320	708.113875052407	530.270603648403	65	41	55.8910217285156	30	56	45	59	43	70	51.7596740722656	58	77.3258056640625	49	52	60	58	151.54150390625	225	177.962036132812	126	65	93.8480224609375	201.28076171875	83	296.172607421875	315.69091796875	824.75634765625	254.751342773438	319.70458984375	227.907836914062	404.3720703125	516	856.7353515625	150	916.34521484375	1103.251953125	749.13525390625	367.78466796875	139.028076171875	328.507080078125	46.8786010742188	56	45	43	39	46	49	46	209.325805664062	173.28076171875	163.272216796875	211.62353515625	272.40380859375	141.73388671875	119	98.781982421875	55.4385375976562	-0.950858268833214
"607"	7411	730.258294563711	613.483123243901	92	83	65	78	84.9580078125	51	61	66	85.9559326171875	103	174.0224609375	174	99.561767578125	67	226.67138671875	61	552.2548828125	165	267.87744140625	337.64599609375	317	234.087768554688	135.57275390625	139.619750976562	320.687255859375	270.58984375	658.58544921875	143	243	133.38720703125	598.39453125	282	1086.3955078125	545.3271484375	151	267.36279296875	344.18310546875	463.449462890625	313.2509765625	107	84	95	95	73	53	57	77	63	228	226.927124023438	201	131	134.847290039062	123.625915527344	102.132446289062	64	61	-0.958865540897406
"608"	7423	929.447122055778	1026.12754098993	77	73	78	76	61	81	62.2726135253906	61	96	84	92.447998046875	110	73	81	80	63	137.828002929688	143.93115234375	279.6201171875	261	192	139.915893554688	251	129.754516601562	217.893188476562	220.299926757812	546.09716796875	271.70947265625	194.847290039062	332.69970703125	420.850830078125	243.607543945312	592.9541015625	352	941.2294921875	1085.0107421875	676.26806640625	497.046142578125	289	809.45751953125	113.272644042969	94	83	69	76.4761352539062	69	84	75	157	164	141	143	143.186157226562	128.177612304688	103.165405273438	75.3650512695312	70	-0.976968059382145
"609"	7491	1131.23330725691	31.2041405794913	565.150390625	160.319213867188	582.68994140625	1072.3359375	369.662841796875	239.728759765625	155.38525390625	609.8583984375	1153.1044921875	1283	524.8740234375	809.16943359375	728.6826171875	644.86279296875	811.62353515625	364.044921875	1176.7841796875	1099.857421875	861.6357421875	1071	959.91357421875	440.36376953125	470.625	877.36474609375	1257.4384765625	929.5830078125	788.94482421875	785.275390625	978.203125	525.673828125	585.5537109375	571.59326171875	1772.96484375	1073.0283203125	1666.5419921875	869.82470703125	582	566.09765625	718.5458984375	857.91943359375	2098.447265625	1641.208984375	1103.408203125	937.00732421875	1011.4345703125	1001.43115234375	510.35791015625	1077.5224609375	893.71337890625	766.689453125	741.07275390625	949.576171875	567.39404296875	427.644775390625	301.785400390625	160	96.163818359375	-0.994342888135735
"610"	7493	849.199196708158	546.852349532278	57	60.3778381347656	83	53	44	71	100	68	128	251.43212890625	127.432067871094	290.708984375	229	108	241	88	350.922607421875	299	751.2138671875	579.60205078125	265.78857421875	325.534423828125	581.46240234375	199.508422851562	436.87158203125	882.251953125	869.78857421875	361.715576171875	334.461669921875	367.955078125	770.47607421875	693.72802734375	849.09130859375	435.43212890625	251.53515625	1072.26953125	780.40771484375	478.0927734375	319.82373046875	179.271606445312	46	51	35	44	43	43	39	47	249.43310546875	376.252197265625	334	225.209228515625	160.22509765625	280.493896484375	200	70	50	-0.974775101617782
"611"	7507	963.317936835668	30.9965441854377	982.02685546875	1063.2265625	1237.529296875	366.54345703125	946.25244140625	553.75244140625	479.609130859375	318.671142578125	655.8671875	1070.087890625	411.8984375	549.94921875	563.11962890625	300.00341796875	470.9423828125	369	1595.3994140625	402	587.9365234375	332.41845703125	263.54638671875	759.4892578125	430.862548828125	217.05126953125	282	396.333740234375	375.845703125	427.56005859375	189.345581054688	397.1708984375	314.60595703125	262.01708984375	696.6083984375	380.062255859375	340.89111328125	275.22412109375	283.5419921875	421.633056640625	326	345.341064453125	527.58056640625	453.546875	394.7783203125	361.535400390625	281.44482421875	222.5576171875	262.9990234375	317.91259765625	1156.107421875	539.88720703125	618.6904296875	664.40625	575.77978515625	622.7451171875	1020.390625	1907.3076171875	2954.923828125	0.997908466206944
"612"	7523	1036.74330925471	31.2803505680017	559.48095703125	300.39990234375	635.58740234375	2326.45703125	386.991455078125	193.950927734375	240.421142578125	1370.1943359375	2388.697265625	1423.421875	1202.4921875	724.4384765625	1538.6005859375	1098.44921875	712.8955078125	819.3896484375	1476.68359375	3054.982421875	1232.5576171875	1583.2294921875	2191.357421875	521.30322265625	1471.1826171875	2126.69921875	2385.85546875	1243.60546875	1801.123046875	905.07177734375	2063.6484375	1021.72314453125	1808.7958984375	1133.9296875	3381.90234375	3190.390625	2374.806640625	1785.001953125	1164.6494140625	1199.611328125	1656.978515625	1263.3544921875	4794.2421875	3371.97265625	1853.8369140625	2308.443359375	2364.693359375	1998.599609375	1056.9541015625	1929.7705078125	1689.81640625	1012.0224609375	1415.607421875	638.6748046875	954.45556640625	561.96923828125	367.424560546875	248.224487304688	185.080200195312	-0.99674786232453
"613"	7556	634.136490272501	524.876910293311	73.8483276367188	56	47	59	65	40	59	45	91	63	80	89	83	51	79	58	279	141.604858398438	137	150	165	154	95.4879150390625	104.927734375	286	206	315	122	255.132690429688	128.929443359375	239.281127929688	144	1062.0849609375	345.234619140625	454	297.92919921875	357.705810546875	512	242	204.245239257812	84	45	45	57	47	46	50.2208862304688	47	165.188720703125	155	114	129	105	120.067504882812	80	56	47	-0.986172151008422
"614"	7559	476.081195970264	39.329789011102	75	64.1972045898438	552.67236328125	148	265.55078125	119.487243652344	63	163	199	694.5244140625	123	304	390.67041015625	198	192	154.8076171875	1062	142.472900390625	394.5341796875	240.945922851562	260.048828125	574.181640625	363.914306640625	101	382.05322265625	87.1209716796875	203.194946289062	125	265.445068359375	117.155029296875	79	47	255.586669921875	210.525024414062	143.320068359375	60	50	220	172.151977539062	143	264.662353515625	194.81640625	175.986694335938	87	75.0368041992188	159.88232421875	52	146.9375	770	640.79443359375	576.7255859375	432.634521484375	419.4951171875	492.111083984375	382.83642578125	279.36474609375	161.254272460938	-0.982770816480002
"615"	7574	805.193261642101	540.303246749075	60	117	80	37	50.8421020507812	49	59.4999084472656	58	202.763793945312	351	87	160.815795898438	171	97	180	109.184814453125	256.5	172.684326171875	389.421875	305	267.368408203125	304.5	412.843505859375	138.894897460938	479.60546875	928	710.0537109375	383	221.552612304688	330	500.290771484375	587.31591796875	780.92333984375	450.0791015625	206.973754882812	1059.501953125	641.0791015625	406.6064453125	220.843505859375	147	57	46	44	43	43	43	36	48	328.447509765625	199.76318359375	266.894775390625	143	178.078979492188	192	99	57	42	-0.987681191194252
"616"	7579	680.019769305628	561.519335295025	849.146484375	728.95068359375	674.35888671875	461.560546875	492.974853515625	495.342529296875	498.57861328125	411	705.052734375	814.0068359375	578.17529296875	563	482.741943359375	584.59228515625	391.067138671875	442.69580078125	1058.5419921875	609.34912109375	546.73095703125	380	332	547.875	485	370.8349609375	528	370.724609375	519.19775390625	495.87548828125	306.1640625	515.42138671875	432.294189453125	358.28466796875	731.8076171875	657	708.474609375	431.573486328125	488	551.99365234375	391.885986328125	465	1186	804.70703125	640.26806640625	675.93408203125	551.55712890625	421.5	495	479.633544921875	751.0859375	642.28466796875	541.11962890625	433.924560546875	488.109130859375	491.554443359375	309.241943359375	173	146	-0.980644857066518
"617"	7580	1327.22416800076	31.1580876132898	836.58984375	228.085083007812	1129.4482421875	572.08056640625	542.986328125	442.295166015625	157.469848632812	369.313232421875	745.93212890625	1331.3955078125	637.03759765625	970.66064453125	870.94677734375	634.51025390625	499.26513671875	406.972900390625	1690.142578125	717.36669921875	747.36767578125	713.9580078125	753.56396484375	716.25439453125	607.26318359375	395.96728515625	640.875	486.281494140625	783.791015625	638.1484375	652.42724609375	427.179931640625	469.179443359375	397.60009765625	1720.5009765625	705.23974609375	609.544921875	458.217529296875	350.688720703125	774.76513671875	506.988525390625	493.141357421875	962.283203125	846.28466796875	1140.6455078125	642.67138671875	351.629150390625	494.001708984375	325.522705078125	603.16259765625	1058.3994140625	1048.1650390625	556.3798828125	739.515625	666.025390625	1069.67578125	423.08251953125	313.403564453125	80	-0.971931458674833
"618"	7582	801.281561785829	551.459350585938	109.051147460938	50	147.818481445312	55.2568664550781	61	45	59	47	387.137939453125	293.624267578125	282.76171875	214	306.91650390625	273.7978515625	186	148.831909179688	825.37548828125	831.69140625	1101.9140625	551.99951171875	545.3935546875	587.93994140625	1058.3505859375	513.94287109375	1121.845703125	1575.6259765625	1392.3876953125	1222.841796875	828.330078125	1189.55078125	963.73193359375	1560.9033203125	2810.626953125	1103	617	2518.859375	1753.626953125	1463.5712890625	655.630859375	333	168	110.184143066406	63	115.256225585938	56	56	57	45	468.8798828125	582	409.33154296875	315.90576171875	329.710205078125	486.041015625	226	138	63	-0.996383122552322
"619"	7585	999.774879058886	30.9182982193796	681.21435546875	525.73193359375	520.62939453125	384.066162109375	522	405.55322265625	331.8564453125	391.33544921875	691.19287109375	667.19677734375	485.230712890625	408.847412109375	536.72412109375	399.4931640625	575.40625	337.5224609375	1057.8916015625	647.76416015625	563.84521484375	430.343505859375	430.791259765625	423.935302734375	461.76904296875	525.0390625	540.5380859375	375.0595703125	590.673828125	425.69921875	475.587158203125	401.947021484375	455.4501953125	552.89453125	901.95947265625	631.076171875	536.80126953125	551.36572265625	556.13916015625	377.1435546875	484.84521484375	533.97607421875	800.28759765625	625.68505859375	851.42822265625	520.9228515625	400.072998046875	405.58251953125	422.90576171875	589.81787109375	669.55419921875	480.93798828125	405.880615234375	397.897216796875	397.489990234375	503.923095703125	390.01806640625	291.022705078125	267.783203125	-0.978768906169579
"620"	7594	1209.26796393049	31.0346142952902	803.41357421875	486.040771484375	1313.4677734375	320.5654296875	454.15185546875	422.65087890625	310.735595703125	261.798828125	609.2568359375	1170.6611328125	357.580322265625	711.92236328125	752.990234375	368	580.30712890625	450.020751953125	1124.662109375	381.37451171875	644.97607421875	393.3515625	284.830810546875	806.56640625	476.780029296875	359.99365234375	431.852783203125	248.938354492188	221	365.995361328125	294.426025390625	365.0126953125	339.88525390625	257.315185546875	813.76708984375	497.58642578125	352.1416015625	289.56494140625	267.836669921875	273.294189453125	421	227.367065429688	640.36474609375	456.2158203125	274.65185546875	293.5830078125	299.898193359375	299.080078125	237.837524414062	274.9013671875	1046.1044921875	844.716796875	666.2939453125	737.86572265625	521.92236328125	805.310546875	1030.171875	1326.0048828125	1392.0732421875	0.968228139866297
"621"	7596	386.060539079718	45.282666741756	50.6257629394531	44	134.178344726562	57	89	42	44	46	102	255	66	173.23974609375	122	86	93	75.222412109375	361.602294921875	167.649658203125	379.302978515625	294	195	213.916870117188	203.338134765625	191.21044921875	380.779296875	426.5712890625	634.12353515625	387.00927734375	339	255.8916015625	547.24658203125	212.439819335938	1054.70703125	425.533447265625	722.41943359375	762	665	379.15966796875	317	377.38427734375	101	58.6531066894531	42	103	54.8458557128906	43	54	45	217	236.1728515625	251	217	193	147.649658203125	132.242553710938	82	60.8739013671875	-0.976636363917839
"622"	7609	1336.71869724548	31.0878948412443	803.345703125	1005.076171875	1039.501953125	445.562744140625	752.4560546875	624.9267578125	808.12646484375	514.05419921875	623.8837890625	1418.337890625	606.30908203125	588.18505859375	787.98046875	472.47509765625	567.3896484375	477.5986328125	1424.2109375	528.72607421875	634.25146484375	483.091552734375	504	1119.978515625	591.10595703125	577.041015625	572.5048828125	376.193603515625	534.2763671875	367.396728515625	374.928955078125	592.5498046875	337.6162109375	325.751953125	1051.4765625	558.6650390625	598.71728515625	648.05126953125	522.7509765625	473.20556640625	468.6279296875	358.868408203125	1091.6337890625	735.73193359375	645.48681640625	460.414794921875	529.65234375	395.6513671875	382.8271484375	345.56396484375	1035.57421875	836	678.55908203125	801.7431640625	671.2236328125	692.1171875	1163.603515625	2765.98828125	3808.072265625	0.986361709034804
"623"	7657	389.064707105916	512.390648022033	41	78	81	41	43	36	46	38	85	45	45	38	46	39	30	40	100	41	70.47119140625	63	61	58	59	52	167.86962890625	290.80517578125	333.3623046875	123	202	93.6582641601562	264.45849609375	276	753	188	342	1043.2841796875	770.43115234375	429	103	304	74	47	35.0794982910156	36	43	42	30	36	160.585205078125	198	93.467529296875	92	71	94	68	53	38	-0.998560872316385
"624"	7663	547.192411571448	509.033723530016	55	49	56	65	52	53.1007080078125	91.5526733398438	64	63.0789489746094	88	49	56	85	64	47	54	1932.4931640625	227	852.1240234375	503.856201171875	429	584.64501953125	599	120	5082.01171875	6132.71875	8025.16015625	1780.9140625	2996.328125	1312	4874.2109375	4439.609375	34334.3125	4165.93359375	21312.171875	44689.8125	24421.890625	6811.45703125	1008.83984375	5293.75390625	65	62.0688171386719	61.5263061523438	51	49	46	49.4855346679688	49	5417.08984375	2274.244140625	1658.1572265625	969.19384765625	1372.767578125	1403.1044921875	1063.712890625	404.333251953125	96.8463745117188	-0.960993581978033
"625"	7711	573.98768599105	45.2369648448208	107	114.796325683594	82.1220703125	59	91.6976318359375	55	49.9839172363281	39	347.237548828125	341.68896484375	202	417.060302734375	196.77294921875	167.647216796875	541.54443359375	153.389282226562	1430.388671875	641.0380859375	1374.4345703125	1182.9560546875	1267.306640625	892	1033.4990234375	443.6943359375	1805.4794921875	2798.29296875	2939.0703125	2321.015625	1528.044921875	1655.92578125	2757.068359375	2066.7890625	5211.5703125	1774.6279296875	3722.259765625	5630.4375	4493.78515625	2340.23046875	1281.7568359375	2259.6875	98	70	42	59	39	42	78	40	1244.3896484375	1166.73046875	762.37060546875	908.24853515625	755.58203125	641	352.90966796875	270.82177734375	105	-0.975544185317418
"626"	7740	703.399632244545	585.671232524671	49	58	45	37	31	30	41	34	73	68	43	63	53	50	98	42	118	110.171264648438	83.6082153320312	343.49755859375	275.97607421875	106	95	61.7027587890625	655.17041015625	134.164794921875	241.406616210938	123	508.984619140625	91.4822387695312	206	150	3077.990234375	249	246.541381835938	181	125	1542.9736328125	144.93505859375	179	42	45	36	42	39	33	58	58	201.445556640625	179	155.704711914062	156	138.93408203125	127	97	70.19482421875	39	-0.982067688584455
"627"	7751	756.099900619135	392.886107863041	38	46	42	47	60	41	41	57	138	122.617065429688	83	177.042358398438	177	103.381164550781	106.376403808594	87.8700561523438	453	277.83837890625	614.8671875	275.00048828125	178.1328125	274.901123046875	492.137939453125	222.176513671875	460.202880859375	595.6123046875	620.314453125	713.11669921875	500.680908203125	485	530.94677734375	392.27978515625	723	545.5576171875	860	1027.78125	881.9296875	585.95751953125	459.383056640625	559	42	58	31	48	35	50	30	45	223.235717773438	321.068359375	273.693359375	278.995361328125	225	276.40478515625	95.2308349609375	66	30	-0.983804081491305
"628"	7755	718.279244436149	559.800539250959	51	46	42	64.8092651367188	61	47	42	59	135.811157226562	200.771606445312	69	176	130	119.368591308594	82	83	390	333.56201171875	442.018310546875	322	211	196.264404296875	278.991943359375	199.622192382812	419.05517578125	799.03515625	441.5966796875	464	300.0185546875	410	422.021240234375	505.0361328125	1027.44140625	473.659912109375	242.638793945312	964.517578125	563.83349609375	510.076416015625	349	234.603637695312	66	53	45	61	43	43	46	47	220	263.01806640625	202	273	137	190.941772460938	121	81	56	-0.998848497282269
"629"	7767	270.170884246927	488.644387763843	591.47119140625	629.423828125	664.43701171875	255.200317382812	252.381958007812	197	216.431640625	273.72802734375	715.54296875	864.79150390625	404.890625	499	455.59716796875	290	308.127197265625	288	1025.7177734375	480.430419921875	480	330.427001953125	343.0517578125	378.923828125	293.45849609375	222	302.729248046875	349	391	228.743408203125	227.781860351562	246	231	260.2421875	837.10693359375	492.294677734375	565	477.702392578125	308	269	128.957275390625	282.553955078125	42	43	37	43	46	33	25	29	460.143310546875	322	228	196.317504882812	136.156372070312	266	157	63	51	-0.97643545589583
"630"	7789	739.276679771078	556.681703801741	100	231.462036132812	265.79296875	88	122	104	105	117	2744.69921875	3205.486328125	1360.6376953125	1268.79296875	2098.34765625	1619.2861328125	1112.1142578125	708.92724609375	8555.3046875	6101.40234375	8993.8984375	4736.37890625	3838.92578125	3894.34765625	6572.22265625	3768.98828125	9810.5625	14912.2734375	11146.3359375	10160.9453125	7517.00390625	8280.3984375	7269.5625	10095.5625	26099.921875	10563.4921875	5079.921875	19728.734375	16053.9609375	11109.7265625	6210.3359375	2877.208984375	72	58	59	73	48	48	63	50.200927734375	5119.37109375	4247.98828125	3520.263671875	2804.62109375	3069.044921875	2706.267578125	1219.236328125	669.98486328125	307	-0.998565743381889
"631"	7790	827.419938012239	709.023681640625	2121.6484375	2237.578125	1728.583984375	1165.92578125	1128.8251953125	998	980.74853515625	918	1800.5556640625	1634.2001953125	1472.474609375	1035.720703125	1110.0546875	1123.3115234375	791	885	2145.744140625	1523.9287109375	1076.7470703125	1113.2001953125	1036.9931640625	1020.0048828125	854.09521484375	997.9619140625	1497.16796875	1331	1201.0859375	1301.55859375	1087.056640625	988.07568359375	1038.0146484375	820.13623046875	2291.205078125	1501.4560546875	1559.7685546875	1707.650390625	1210.93359375	921.7197265625	1008	914.31640625	1791.0966796875	1724.203125	1711.7177734375	1144.41015625	1000	785.47216796875	972.69921875	773.79638671875	1700.86328125	1531.2109375	1001.2744140625	851	803.83251953125	743.07568359375	806.5185546875	839.4609375	887.02294921875	0.98967862654667
"632"	7801	716.410200833183	600.987578810307	105	300.48046875	419	181	344.21484375	175	218	133.053833007812	5389.234375	4897.68359375	1357.453125	11437.8046875	3109.05078125	4407.93359375	8571.734375	1180.3828125	31832.984375	16612.109375	20735.625	63163.15625	61692.59375	16070.3125	16341.3203125	9877.0078125	186394.625	46365.34375	100953.375	54365.40625	137316.25	42908.84375	72622	32611.4375	818621.5	130320.8125	119861.9375	108257.6875	80597.3125	448002	81363.625	67926.6875	51	48	47	60	69	49	38	63	70697.8125	58262.4375	49649.3125	43806.875	38436.46875	36267.9375	14855.3828125	7152.79296875	2178.185546875	-0.995136508308508
"633"	7805	723.270973565752	534.623072574013	500.380859375	291	1126.4814453125	233.622314453125	298.32861328125	236	112	182	545.0341796875	396.814208984375	239.888671875	416.393310546875	171.477172851562	378.54345703125	224	188.251342773438	808.9482421875	560.001953125	755.06103515625	750	616.58984375	590.49560546875	789.44384765625	296.938232421875	1110	916.9375	947.4921875	703.380859375	753.45263671875	682.95849609375	939.37451171875	761	2275.87890625	677	1442.568359375	2122.060546875	1675.302734375	962	390.6337890625	643	1086	659.17431640625	337	386.0302734375	487.568115234375	281.372314453125	122	260.564208984375	665.49267578125	494.281982421875	407.332763671875	242.369018554688	271.28173828125	273.24951171875	170	79	65	-0.978653375056265
"634"	7833	584.129867756978	352.809124862939	59	59.5495300292969	67	81	43	58	47	43	165	182	88.4016723632812	128.102294921875	154.533813476562	153.67578125	101	101.953002929688	758.24853515625	448.84521484375	440.465576171875	209	180.169921875	377.83251953125	281.279541015625	213	543.90283203125	769.2783203125	981	715	434.2373046875	500.8173828125	626	485.478759765625	1217.34765625	948.60400390625	1209	1333.9423828125	942	334.498046875	474.096435546875	758.82275390625	60	61	48	53	39	44	42	53	361	332	261.798095703125	296.850341796875	192	233.015014648438	142	79.7191162109375	46	-0.999546773048774
"635"	7846	752.319627249672	674.092752021656	76.310546875	87	75.86279296875	64	89.0193481445312	64	52	80.6611328125	383	176.353759765625	200.05908203125	360	138	302.95654296875	211.329345703125	142	791.8447265625	220.092407226562	249.537109375	282	299.21728515625	276.478271484375	243.804443359375	201.796997070312	349.48046875	255.347778320312	376.129638671875	363.925537109375	343	352	285.411865234375	200	1013.458984375	692.2021484375	553.09375	457.990966796875	345.879150390625	316.50732421875	348	428.364501953125	63	51	48	49	104	46.1749572753906	75	48.528076171875	353.266845703125	263.925537109375	268.232666015625	201	225.804321289062	265.278564453125	102	87	51.6975402832031	-0.958172326741982
"636"	7851	425.303874620312	959.455172354715	1302.0458984375	756.82763671875	1828	784.2412109375	900.71875	721.93701171875	343	566.6796875	669.095703125	796.97021484375	899	776.17529296875	414.050537109375	535	629	484	2305.57421875	658.78662109375	649.05712890625	866.4482421875	767.091796875	1172.806640625	413	587.47607421875	515	368.002685546875	702.76025390625	472	360	421.02880859375	489.875732421875	252.281616210938	2055.05859375	824.78662109375	1057.787109375	645.87255859375	430.328125	954.40771484375	553.74755859375	534.384765625	2228.875	1171.787109375	704.9375	804.52197265625	773.0810546875	621.11962890625	612.349609375	855.52392578125	1012.9375	699	492.277099609375	539.64306640625	472.328125	500	262.379150390625	233.720092773438	82.6060791015625	-0.955609015562806
"637"	7855	655.869423137005	30.8838774697822	374.18017578125	364	253	262.5068359375	385.340576171875	358.85205078125	515.21533203125	207.398803710938	262.71142578125	365.657958984375	296.6953125	308.064208984375	252	183	284.69287109375	404.436279296875	565	226.637573242188	254	294.48974609375	148	386.03271484375	266.433837890625	188.0771484375	205	286.63623046875	265	222.175415039062	232.061157226562	228.762329101562	209.3037109375	209.867431640625	393.112548828125	212.294067382812	214.50390625	190.789184570312	202.042602539062	269.5830078125	273.90869140625	214	266.047119140625	194.170532226562	352.0888671875	238.244873046875	240.02197265625	204	181.477661132812	213.167236328125	310.19482421875	305.241943359375	289	215.304321289062	305.72314453125	211.956787109375	481	619.10546875	1012.3203125	0.976554732070262
"638"	7858	624.166594815556	422.510367945621	47	145	43.1322326660156	59.2463989257812	54	41	42	46	148	126.588134765625	120	93	146	158	83.4560546875	115.701232910156	210.076782226562	232.643798828125	588.3935546875	274.2783203125	169.349609375	268	387.041015625	223.2802734375	383.141357421875	726.23388671875	661.693359375	525.2333984375	217	443	715.6875	585	402.79638671875	653.23681640625	814.74267578125	928.5908203125	1011.88330078125	499.16552734375	692.20166015625	751.37109375	48	62	53	41	65	32	50	30	260	323.267333984375	200.52587890625	240.410278320312	200.793212890625	254.66259765625	109	83	42	-0.983226732180659
"639"	7863	544.021946242846	371.816860265899	365.090576171875	164.152954101562	164.935791015625	43.8780517578125	99	136	76	56.0090026855469	85	777.91796875	316.585693359375	194.006591796875	331.73583984375	63	171	231.58154296875	1011.03369140625	241.291381835938	462.516845703125	144.055297851562	149.893920898438	377.369140625	272.099609375	267.15673828125	365.7685546875	398.81201171875	351.877197265625	112	219	118	247	257.450927734375	443.953857421875	584.5751953125	225	296.50341796875	241.513305664062	304	437.945068359375	176	45	40	42	58	39	28	52	35	296.9482421875	178.907836914062	193.0458984375	135.407836914062	120	195	85.7882690429688	46	42	-0.952783460627671
"640"	7866	241.179698291799	689.844160113418	253.556640625	200	236.7666015625	150	170.833618164062	163.496459960938	201.83740234375	142	202	184.082885742188	241.995727539062	141	149	168	174	271	402	198.08984375	176.25830078125	222	237.644897460938	293.779541015625	180	141	392.119873046875	238	571.3291015625	309	306.345947265625	226	440.886474609375	183	1010.77001953125	700.85888671875	878.91748046875	764.1982421875	552.08349609375	449.4736328125	562	478.715087890625	185	200	283	262.204833984375	185.013793945312	149	120	203	289	284.010009765625	191	173	179	178	107.242980957031	78	70.57861328125	-0.959361473345069
"641"	7884	293.172129083719	643.667985882675	1114	1205.783203125	998.02880859375	757.02880859375	591	565.7431640625	524.51708984375	480.449951171875	1038.416015625	1208	821.2412109375	739.85693359375	819.66943359375	711.357421875	510	497	1748.1142578125	1306	1064	927	624.38525390625	768.91552734375	863.86865234375	876.072265625	1706.064453125	1685.4072265625	1590.171875	1654.876953125	1009.10009765625	1046.4794921875	1134.791015625	1220.251953125	4983.43359375	2474.916015625	3879.87890625	4979.87890625	3787.98828125	2046.666015625	1326.7333984375	2195.16796875	653	498.83154296875	488	594.84521484375	465	301.0146484375	283.231201171875	355	1372.6796875	1105.634765625	734.8427734375	716.3798828125	739.70654296875	725	527.46240234375	330.494140625	222.679077148438	-0.997558571475984
"642"	7915	855.304738724448	606.586932265968	936.419921875	472	1003.46435546875	422.540771484375	643.14208984375	567.74609375	315.663330078125	367.956787109375	599.31884765625	386.916015625	649.20068359375	678	398.404296875	594	472.830810546875	360	1357.3134765625	671.5078125	546.8388671875	528.24560546875	510.832275390625	606.42919921875	314	406.69921875	638.359375	429.172607421875	713.2109375	729.56201171875	496.20166015625	446.8857421875	484.561279296875	254.929443359375	1022.6796875	719	816.85693359375	570.1513671875	393.6796875	647.732421875	406.347900390625	341.872314453125	1107.4541015625	832.07958984375	528.3798828125	625	647.09521484375	399.946044921875	398.976806640625	572.3994140625	775.63134765625	711.35693359375	460.122802734375	458.8720703125	553.30712890625	419.119140625	267.404296875	156.630493164062	124	-0.98927670698073
