""	"id"	"mass"	"RT"	"XS.2015_08_7_013_R1_15_TECHREP1_ESIN01"	"XS.2015_08_7_014_R3_15_TECHREP1_ESIN01"	"XS.2015_08_7_020_R4_15_TECHREP1_ESIN01"	"XS.2015_08_7_037_R2_15_TECHREP1_ESIN01"	"XS.2015_08_7_049_R4_15_TECHREP2_ESIN01"	"XS.2015_08_7_051_R1_15_TECHREP2_ESIN01"	"XS.2015_08_7_060_R3_15_TECHREP2_ESIN01"	"XS.2015_08_7_061_R2_15_TECHREP2_ESIN01"	"XS.2015_08_7_015_R2_20_TECHREP1_ESIN01"	"XS.2015_08_7_017_R3_20_TECHREP1_ESIN01"	"XS.2015_08_7_027_R1_20_TECHREP1_ESIN01"	"XS.2015_08_7_034_R4_20_TECHREP1_ESIN01"	"XS.2015_08_7_040_R3_20_TECHREP2_ESIN01"	"XS.2015_08_7_041_R2_20_TECHREP2_ESIN01"	"XS.2015_08_7_062_R4_20_TECHREP2_ESIN01"	"XS.2015_08_7_065_R1_20_TECHREP2_ESIN01"	"XS.2015_08_7_010_R1_25_TECHREP1_ESIN01"	"XS.2015_08_7_023_R2_25_TECHREP1_ESIN01"	"XS.2015_08_7_033_R3_25_TECHREP1_ESIN01"	"XS.2015_08_7_035_R4_25_TECHREP1_ESIN01"	"XS.2015_08_7_042_R4_25_TECHREP2_ESIN01"	"XS.2015_08_7_044_R1_25_TECHREP2_ESIN01"	"XS.2015_08_7_055_R3_25_TECHREP2_ESIN01"	"XS.2015_08_7_056_R2_25_TECHREP2_ESIN01"	"XS.2015_08_7_026_R4_30_TECHREP1_ESIN01"	"XS.2015_08_7_030_R3_30_TECHREP1_ESIN01"	"XS.2015_08_7_031_R1_30_TECHREP1_ESIN01"	"XS.2015_08_7_032_R2_30_TECHREP1_ESIN01"	"XS.2015_08_7_046_R4_30_TECHREP2_ESIN01"	"XS.2015_08_7_047_R2_30_TECHREP2_ESIN01"	"XS.2015_08_7_063_R1_30_TECHREP2_ESIN01"	"XS.2015_08_7_067_R3_30_TECHREP2_ESIN01"	"XS.2015_08_7_009_R4_35_TECHREP1_ESIN01"	"XS.2015_08_7_019_R1_35_TECHREP1_ESIN01"	"XS.2015_08_7_021_R2_35_TECHREP1_ESIN01"	"XS.2015_08_7_025_R3_35_TECHREP1_ESIN01"	"XS.2015_08_7_039_R3_35_TECHREP2_ESIN01"	"XS.2015_08_7_050_R4_35_TECHREP2_ESIN01"	"XS.2015_08_7_052_R1_35_TECHREP2_ESIN01"	"XS.2015_08_7_066_R2_35_TECHREP2_ESIN01"	"XS.2015_08_7_012_R4_NC_TECHREP1_ESIN01"	"XS.2015_08_7_016_R2_NC_TECHREP1_ESIN01"	"XS.2015_08_7_022_R3_NC_TECHREP1_ESIN01"	"XS.2015_08_7_029_R1_NC_TECHREP1_ESIN01"	"XS.2015_08_7_043_R1_NC_TECHREP2_ESIN01"	"XS.2015_08_7_054_R2_NC_TECHREP2_ESIN01"	"XS.2015_08_7_057_R3_NC_TECHREP2_ESIN01"	"XS.2015_08_7_064_R4_NC_TECHREP2_ESIN01"	"XS.2015_08_7_018_QC06_ESIN01"	"XS.2015_08_7_028_QC07_ESIN01"	"XS.2015_08_7_038_QC08_ESIN01"	"XS.2015_08_7_048_QC09_ESIN01"	"XS.2015_08_7_058_QC10_ESIN01"	"XS.2015_08_7_068_QC11_ESIN01"	"XS.2015_08_7_069_QC_DILUTION_1.2_ESIN01"	"XS.2015_08_7_070_QC_DILUTION_1.4_ESIN01"	"XS.2015_08_7_071_QC_DILUTION_1.8_ESIN01"	"dilcorr"
"1"	5	716.411201829581	600.987578810307	105	300.48046875	419	181	344.21484375	175	218	133.053833007812	5389.234375	4897.68359375	1357.453125	11437.8046875	3109.05078125	4407.93359375	8571.734375	1180.3828125	31832.984375	16612.109375	20735.625	63163.15625	61692.59375	16070.3125	16341.3203125	9877.0078125	186394.625	46365.34375	100953.375	54365.40625	137316.25	42908.84375	72622	32611.4375	818621.5	130320.8125	119861.9375	108257.6875	80597.3125	448002	81363.625	67926.6875	51	48	47	60	69	49	38	63	70697.8125	58262.4375	49649.3125	43806.875	38436.46875	36267.9375	14855.3828125	7152.79296875	2178.185546875	-0.995136508308508
"2"	8	734.288142210469	551.979177374589	1994.369140625	6085.3671875	6639.34375	2139.01953125	4562.28125	1515.7021484375	3287.728515625	1870.66015625	118202.8125	144646.125	57085.09375	64747.09375	92493.25	76875	49829.21875	36416.15625	302446.25	241341.5	311599	184661.875	169270.75	161777.125	240043.25	151064.5	350499	465595	373163	347388.75	261834	290115.5	252967.25	335475.25	750820	382454.25	199487.125	612407	500297.25	366606	226466.625	107713.0625	595.0224609375	432.419921875	174.420043945312	361.830810546875	162.186157226562	124.722717285156	115	189.990356445312	204910.625	175233.125	147001.5	125951.6875	114679.3125	110362.4375	50926	22508.78125	8950.4765625	-0.999179439071237
"3"	10	716.410617508226	600.987578810307	105	300.48046875	419	181	344.21484375	175	218	133.053833007812	5389.234375	4897.68359375	1357.453125	11437.8046875	3109.05078125	4407.93359375	8571.734375	1180.3828125	31832.984375	16612.109375	20735.625	63163.15625	61692.59375	16070.3125	16341.3203125	9877.0078125	186394.625	46365.34375	100953.375	54365.40625	137316.25	42908.84375	72622	32611.4375	818621.5	130320.8125	119861.9375	108257.6875	80597.3125	448002	81363.625	67926.6875	51	48	47	60	69	49	38	63	70697.8125	58262.4375	49649.3125	43806.875	38436.46875	36267.9375	14855.3828125	7152.79296875	2178.185546875	-0.995136508308508
"4"	12	736.285491596611	553.087545829907	1570.5546875	4209.296875	4518.15625	1326.3583984375	2742.93359375	826.7919921875	2301.869140625	1436.9873046875	84191.6875	98658.5	38507.84375	45169.6875	63370.875	54610.28125	33355.65625	25031.296875	215020.875	166169.625	220214.25	131877.625	118253.25	117873.125	166833.125	105821.8125	248781.625	335117	263217	247005.75	184698.875	206129.5	180203.625	237488.5	536273	267435.25	138806	443515	348989.25	260515	161973	76743.875	182	121.958190917969	99	121	101.872192382812	116	92	72.8596801757812	142504.5	124769.5625	103407.8125	86223.0625	82673.5625	73912.1875	35657.0625	14849.6015625	6032.52734375	-0.998847585387423
"5"	15	298.179119154227	666.216563442297	5170.35546875	20405.484375	14990.28125	3256.244140625	6364.94140625	1909.6943359375	6653.8203125	2512.744140625	73461.5	45913.78125	33310.6875	91878.5625	25688.359375	41014.71875	59907.1875	15569.375	269748.5	79619.4375	86242.75	131235.375	118285.75	118683.0625	52883.96875	37982.125	150247.625	96569.5	273779.75	96956.75	99010.625	75969.875	161106.5	51653.0625	447280	159569.625	189723.75	196553.5	137774.375	174157.75	78113.4375	79121.375	87	80	110.921142578125	51	111	47	50.3949890136719	107	105349	78223.8125	62581.4375	49337.84375	43474.34375	42504.90625	17637.59375	7154.09765625	2197.759765625	-0.997312765817299
"6"	16	282.1842462503	671.458654570998	25848.265625	24471.46875	20657.09375	10329.765625	10570.8828125	11854.171875	10390.71875	8716.7578125	185157.875	88150.125	145450.75	202562.125	46192.28125	104425.5	156932.625	85917.75	580838	223217.875	167434	235125.75	216997.625	239245.125	124506.5	145853.25	281239.75	196014.125	384809	253893	172371.625	185709.75	286664.75	151863	754141	421601	431433.75	402003.5	262317	334488.25	248145.25	237510	304.455810546875	207.812744140625	315.911376953125	124	243.303466796875	99.2987060546875	184	223.358154296875	247735.125	178405.25	139240.125	150589.25	133288.375	114741.375	64111.84375	29319.984375	12458.4296875	-0.996490087744487
"7"	18	717.413930163614	601.289013243558	75	165	176.77392578125	155	208.635620117188	94	128	77	2210.107421875	1581.359375	618.8212890625	4221.0625	1122.8603515625	1557.9423828125	3442.328125	474.47900390625	13277.109375	5841.27734375	8454.921875	27010.25	25299.265625	6330.21875	6476.3671875	4347.671875	83395.25	18950.390625	44554.3125	21228.796875	59628.125	17250.234375	29977.796875	12707.4375	360938.5	58030.96875	51985.46875	46617.78125	35962.40625	204496.375	35603.1875	29491.6875	44	38	56	48	41	46	46	49	29335.390625	24382.4375	20343.171875	17220.796875	15586.21875	15055.8125	5919.4375	2598.708984375	966.30419921875	-0.999440682825519
"8"	24	298.179755471153	666.216563442297	5170.35546875	20405.484375	14990.28125	3256.244140625	6364.94140625	1909.6943359375	6653.8203125	2512.744140625	73461.5	45913.78125	33310.6875	91878.5625	25688.359375	41014.71875	59907.1875	15569.375	269748.5	79619.4375	86242.75	131235.375	118285.75	118683.0625	52883.96875	37982.125	150247.625	96569.5	273779.75	96956.75	99010.625	75969.875	161106.5	51653.0625	447280	159569.625	189723.75	196553.5	137774.375	174157.75	78113.4375	79121.375	87	80	110.921142578125	51	111	47	50.3949890136719	107	105349	78223.8125	62581.4375	49337.84375	43474.34375	42504.90625	17637.59375	7154.09765625	2197.759765625	-0.997312765817299
"9"	26	735.291826884808	551.949042069285	763.41943359375	1536.5283203125	1822.0283203125	755.05126953125	1183.0322265625	305	1161.67578125	588.869140625	38335.59375	46679.375	17553.46875	20185.265625	29697.34375	23555.140625	14833.28125	10447.8203125	103591.8125	78917.875	107293.8125	61077.375	55814.375	55067.8125	80542.5625	51043.3125	119848.375	159559	127203.8125	117136.4375	87184.1875	98064.0625	85630.625	114613.5625	259081.125	129856.9375	65916.4375	214597.25	169946.375	126868.8125	79645.4375	36198.6875	588.57568359375	469.9501953125	148	230.409912109375	212	150.134887695312	161	247.740600585938	68846.625	59401.15625	49562.5625	41298.65625	37795.71875	35639.84375	15625.4609375	6717.046875	2560.3359375	-0.999294247260365
"10"	28	717.413812286986	599.109802246094	75	165	176.77392578125	155	208.635620117188	94	128	77	2210.107421875	1581.359375	618.8212890625	4221.0625	1122.8603515625	1557.9423828125	3442.328125	474.47900390625	13277.109375	5841.27734375	8454.921875	27010.25	25299.265625	6330.21875	6476.3671875	4347.671875	83395.25	18950.390625	44554.3125	21228.796875	59628.125	17250.234375	29977.796875	12707.4375	360938.5	58030.96875	51985.46875	46617.78125	35962.40625	204496.375	35603.1875	29491.6875	39	38	56	48	41	42	46	49	29335.390625	24382.4375	20343.171875	17220.796875	15586.21875	15055.8125	5919.4375	2598.708984375	966.30419921875	-0.999440682825519
"11"	29	562.166461223046	392.169738234135	2291.8515625	3174.7265625	2522.494140625	1009.3212890625	793.697265625	837.4248046875	790.7685546875	938.13330078125	30685.90625	39825.09375	9767.9140625	12111.984375	15743.9609375	10411.859375	8941.5078125	6092.12109375	121581.4375	57221	71836.4375	31130.359375	30010.140625	37509.03125	51768.25	22589.59375	71069.8125	91073.5625	93139.875	74139.75	46967.5625	61854.4375	66693.9375	74835.5	204779.625	160878.5	228478.625	188490.5	137344.875	57396.5	52172.1875	84585.8125	61	42	52	46	50.301025390625	43	68	51	82477	37510.125	35262.15625	25182.1875	22686.984375	26288.140625	11526.765625	5285.36328125	1910.9970703125	-0.998226888712206
"12"	32	608.172548766635	390.882614938836	1028.0283203125	1348.349609375	1211.9404296875	1541.7724609375	1367.4716796875	1165.6904296875	1423.1806640625	1296.7099609375	13454.4296875	18872.765625	15184.7421875	21587.828125	19778.8125	13232.125	16304.3046875	8608.390625	64876.78125	48179.90625	120429.4375	49960.5625	42395.5625	54710.96875	92236.5625	42769.0625	94376.0625	159589.375	164290.25	126508	75608.75	100753.5	106351.8125	95577.25	112853.9375	90057.8125	150444.25	215417.625	174261.125	101981.25	93195.6875	119635.75	49	42	44	40	58	45	44	43	44116.875	62298.6875	48492.90625	47218.25	43462	33451.15625	14640.328125	5865.46875	2234.42578125	-0.999401489009727
"13"	38	592.175834804665	527.057950739275	95	89	79	83	64	79	57	60	238	288.62841796875	150.341064453125	311	169	101.741394042969	175	65	3750.59375	1197.1328125	8443.1875	3687.16015625	3397.1953125	2838.689453125	4835.3203125	576.677734375	32535.03125	48513.375	61349.71875	15658.84375	23993.859375	11606.8359375	36575.03125	25026.53125	72337.625	10141.1015625	52942.15625	185476.75	121502.9375	60500.4375	8404.0625	33027.84375	86	79	78	68	65	64	56	57	11848.09375	17254.921875	13055.9921875	11527.6015625	10053.9765625	7544.75	3888.34765625	1490.7333984375	596.52734375	-0.997053713599568
"14"	40	546.166229918135	524.742445025528	105	129	102	101	102.036071777344	98	87	75.7407836914062	171	318.499755859375	101	171.16796875	269	104.931030273438	119	128	8360.96875	1488.2451171875	4023.361328125	2345.490234375	2433.5	2052.72265625	2404.0859375	416.197509765625	24846.875	29610.671875	37857.53125	8849.328125	15264.4296875	5746.95703125	23343.203125	19802.796875	136790.75	21894.8125	85632.125	173458	103315.9375	34989.8125	4350.41015625	24594.890625	126	143	101	93	80.3041381835938	97	86.51953125	64	27628.71875	11072.8046875	9841.5	5955.0078125	5682.32421875	7565.01953125	3322.88671875	1288.3623046875	785	-0.992839808425664
"15"	41	737.288807011719	558.666177314624	598	1160.80078125	1087	422	850.541015625	221.193603515625	556.0390625	334.87744140625	23998.140625	28806.15625	10544.140625	12475.8515625	18702.765625	14286.6953125	9167.203125	6652.765625	68192.625	51051.28125	68993.9375	40628.5	35381.53125	36166.84375	53632.4375	31226.15625	79042.125	105885.1875	81880.625	77160	56602.40625	63408.1875	54916.0625	74363.9375	170683.25	84417.3125	41882.53125	140221.5	111132.8125	82130.0625	50774.875	23001.140625	69.4882202148438	57	64	79	70	45	45	57	43934.125	37116.09375	30920.71875	25284.484375	24345.5	22328.078125	9616.8046875	4014.013671875	1455.7060546875	-0.999029120975969
"16"	45	750.28345229014	539.091011984306	3336.220703125	7580.26171875	5631.36328125	1675.5400390625	3074.96875	1585.751953125	3701.8359375	1386.0078125	28195.8125	50579.1875	13690.1875	33925.84375	33606	16907.6875	26480.203125	9357.390625	64497.96875	38520.96875	109834.25	49726.65625	46110.875	34508.875	86029.875	23930.078125	69829.6875	132035	124869.4375	65187.09375	50655.4375	54140.375	87463.8125	92611.9375	132156.25	81886.4375	40323.15625	161291.5	125115.125	62691.8125	50058.71875	21592.140625	121	125	75	76.794677734375	91	62	40	88	50548.65625	39423.53125	34563.53125	30086.234375	26725.390625	24678.25	10318.2109375	4249.3671875	1811.296875	-0.999971652516801
"17"	49	283.188827016477	669.498318856223	3578.5859375	3121.470703125	3019.228515625	1777.177734375	2015.29296875	2041.6875	1844.4580078125	1597.7607421875	33201.15625	15575.421875	27605.953125	38615.5	7384.71875	18524.578125	27608	14559.046875	111638.1875	44794.21875	29954.125	43968.375	39594.3125	44515.25	21620.71875	27020.21875	53140.65625	37463.65625	72065.8125	47947.5625	31176.234375	35347.28125	54371.1875	26303.078125	143246.375	82406.625	82612.0625	77344.125	49748.9375	64405.21875	45884.5625	44209.78125	250.345581054688	296.609375	321.91650390625	315.77001953125	252.97216796875	141	182.438842773438	271	45712.28125	32196.765625	25718.40625	28144.953125	24561.28125	21260.3125	11202.4921875	4582.70703125	2073.36328125	-0.998060528295941
"18"	51	763.512453070239	968.907877604167	120.782165527344	116	154	86	114	328	102	75.8201293945312	521.90771484375	1126.228515625	716.2998046875	1811.0458984375	1152.8095703125	514.1162109375	1045	362.73583984375	15732.1015625	5244.046875	26441.5625	16466.890625	15943.171875	8267.1796875	19851.9375	3799.9453125	36891.09375	40401.34375	53591.8125	29593.578125	26485.9375	25110.734375	37694.3125	26304.78125	140687	61830.46875	141844.5	126605.8125	104200.4375	73973.9375	39205.90625	78268.4375	112.858154296875	131.283325195312	365.48095703125	162.27099609375	153	76	70	142	25025.140625	21105.046875	18643.53125	16191.7578125	14360.0390625	12790.28125	6024.9296875	2586.755859375	1147.6650390625	-0.99974190651442
"19"	65	752.281081789882	541.29784192537	2619.35546875	4950.1171875	3543.3515625	1203.2978515625	1671	1136.1845703125	2634.09765625	1081.8251953125	18576.40625	35294.625	9294.25	23562.5625	23345.75	11289.875	17447.5	6635.5859375	45024.625	26559.484375	75196.375	34291.65625	31235.703125	22911.5625	60760.9375	16286.2265625	49715.1875	92587.4375	88057	47070.59375	35641.59375	36883.84375	61146.8125	64560.46875	92841.5625	57388.90625	27481.265625	115964.5625	87524.8125	45624.71875	34740.125	13978.109375	96	53	57	51	50	42	41	61	35836.46875	25769.28125	23873.75	19357.703125	17892.75	16348.5546875	6866.26953125	3213.927734375	1102.486328125	-0.997578719099068
"20"	76	381.062647470231	44.1477015980503	601.58837890625	653.67041015625	3711.7734375	2837.3125	2541.158203125	477.3662109375	327.433837890625	2112.4375	6506.921875	9021.2890625	3840.90234375	10269.515625	6345.5546875	3525.537109375	7443.203125	2045.6982421875	42317.96875	14786.78125	40595.9375	29969.8125	24505.65625	17539.765625	26862.296875	8334.3203125	42353.375	41472.90625	69855.875	37076.5625	28300.453125	27795.25	46561.46875	26538.890625	109862.125	50070.8125	82908.625	103488.625	84838.75	47440.75	27098.390625	38923.28125	1590.46484375	420.146484375	1004.1630859375	3263.568359375	2378.724609375	2553.087890625	845.060546875	2958.69140625	30225.296875	21472.953125	17428.328125	13465.53125	13180.0859375	12579.1015625	5517.859375	2638.7734375	1173.9892578125	-0.999787992188613
"21"	79	550.070697169693	365.790144535533	2969.099609375	814.041015625	5052.6328125	229.99169921875	3733.083984375	2091.982421875	730.451171875	106	328.47314453125	13941.7421875	48936.5625	5015.96484375	10477.4765625	353	3886.4453125	32218.21875	81120.1875	4595.65234375	6222.09765625	13558.9921875	10683.9921875	51115.71875	4796.79296875	2988.73828125	11302.5859375	12599.4375	47409.5625	1430.1904296875	8185.97265625	919.25048828125	30517.375	6775.91796875	18623.90625	106928.5625	1426.3837890625	6635.90234375	5290.3125	9748.3046875	74010.1875	889.32763671875	63	43	44	43	40	31	54	44	14755.78125	13349.3828125	10766.234375	9067.8828125	8860.890625	7113.203125	3237.017578125	1358.1474609375	467.5654296875	-0.997541316621081
"22"	82	738.284512461091	557.557306122362	242	704.50830078125	683.89208984375	268.344482421875	469.8798828125	182.877319335938	415.201904296875	202.735717773438	14286.453125	15867.5859375	6249.9453125	6997	10793.71875	7624.046875	5003.23828125	3379.9453125	39999.53125	30346.515625	40759.8125	22854.515625	19550.15625	19690.28125	30645.546875	18257.421875	45964.4375	64372.40625	48282.5	46282.53125	34669.46875	37908.59375	33394.71875	45291.59375	102103.1875	50568.28125	23982.390625	83848.5	67342.75	48186.84375	30425.90625	12309.8984375	51.6897888183594	59	62	48.1380920410156	48	65	33	59	25689.015625	21254.453125	16550.703125	14030.9921875	13031.34375	13271.359375	4999.47265625	2229.275390625	892.77099609375	-0.99940198642062
"23"	91	716.40901956251	601.584280984444	105	300.48046875	419	181	344.21484375	175	218	133.053833007812	5389.234375	4897.68359375	1357.453125	11437.8046875	3109.05078125	4407.93359375	8571.734375	1180.3828125	31832.984375	16612.109375	20735.625	63163.15625	61692.59375	16070.3125	16341.3203125	9877.0078125	186394.625	46365.34375	100953.375	54365.40625	137316.25	42908.84375	72622	32611.4375	818621.5	130320.8125	119861.9375	108257.6875	80597.3125	448002	81363.625	67926.6875	51	48	47	60	69	49	42	63	70697.8125	58262.4375	49649.3125	43806.875	38436.46875	36267.9375	14855.3828125	7152.79296875	2178.185546875	-0.995136508308508
"24"	97	692.103659667528	515.054740504215	50	64	59	52	47	44	42	46	47	120	53	148.42138671875	130.30419921875	43	179	51	4321.76953125	867.890625	6368.09375	2905.728515625	2749.044921875	2973.392578125	3858.447265625	583.5830078125	26091.96875	33232.9375	41305.75	12870.75	21745.5	9192.609375	24793.375	19947.484375	61028.96875	12069.2421875	45798.65625	90026.75	56957.15625	33288.28125	6432.85546875	22675.765625	58	53	51	58.9928588867188	43	48	39	50	14096.1796875	11889.03125	11409.6640625	7652.203125	10152.8359375	7790.09765625	4030.111328125	1448.16015625	574.18798828125	-0.996390086732663
"25"	101	718.417799911378	599.140386213336	46	60	60	68	63	42	43	57	466.302490234375	407.282470703125	147.18115234375	745.6513671875	361.38330078125	376.526123046875	748.58349609375	181.643188476562	2517.740234375	1192.1376953125	1323.0625	4771.51171875	4544.265625	1315.337890625	918.8818359375	911	18288.34375	3206.373046875	7681.0234375	3887.904296875	12265.1953125	3288.9609375	5396.00390625	2549.8359375	86799.8125	11409.2578125	9830.203125	8508.34375	5568.90234375	46422.9375	6719.1953125	5540.3515625	57	61	45	45	39	42	39	48	5202.1640625	4374.0625	3444.015625	3125.37890625	2664.353515625	2635.845703125	1273.9521484375	467.573974609375	237.596923828125	-0.997250377094535
"26"	106	299.183248236955	667.36033228824	936	2990.310546875	1987.60546875	701.640625	1209.2724609375	525.640625	1183.1865234375	541.07177734375	12493.1953125	7325.69140625	4817.9765625	16558.265625	4325.43359375	6189.51953125	9462.75	2606.91015625	49983.6875	12965.6796875	15300.765625	24357.1875	20198.03125	21087.46875	9034.1171875	6098.0625	27881.140625	16606.296875	51302.5	16753.6875	17362.96875	12033.703125	29503	8785.0703125	83461.75	30004.46875	34488.15625	36546.59375	25810.546875	32595.828125	13178.328125	14093.6328125	61	62	67	102	78	64	47	66	17942.71875	13135.734375	10568.078125	7858.17578125	7091.1796875	6849.4375	2924.90234375	1253.419921875	514.4150390625	-0.999932200561184
"27"	107	608.173567323337	390.882614938836	1028.0283203125	1348.349609375	1211.9404296875	1541.7724609375	1367.4716796875	1165.6904296875	1423.1806640625	1296.7099609375	13454.4296875	18872.765625	15184.7421875	21587.828125	19778.8125	13232.125	16304.3046875	8608.390625	64876.78125	48179.90625	120429.4375	49960.5625	42395.5625	54710.96875	92236.5625	42769.0625	94376.0625	159589.375	164290.25	126508	75608.75	100753.5	106351.8125	95577.25	112853.9375	90057.8125	150444.25	215417.625	174261.125	101981.25	93195.6875	119635.75	49	42	44	40	58	45	44	43	44116.875	62298.6875	48492.90625	47218.25	43462	33451.15625	14640.328125	5865.46875	2234.42578125	-0.999401489009727
"28"	114	597.365685062073	669.863786663925	59	181.431640625	110	46	57.6558227539062	57	161	64	1821.408203125	739.4404296875	642.55712890625	6703.2734375	563.16162109375	1328.708984375	4465.4296875	324.779541015625	30195.84375	3000.3515625	4922.2421875	14535.4296875	12916.3046875	14085.9140625	3206.65234375	1360.2705078125	15934.6875	5856.34765625	60206.9375	5601.17578125	10003.8046875	5762.12109375	38644.8125	3152.439453125	79846.1875	13625.984375	20682.09375	25297.21875	16513.703125	34136.15625	6411.0546875	9609.1953125	65	65	44	85	48	77	47	47	4673.9140625	3511.560546875	2691.826171875	2241.169921875	2074.771484375	1909.21875	606.76416015625	113.869750976562	49	-0.992903155868622
"29"	124	291.158078037932	662.731755842242	4652.625	3328.392578125	4100.08203125	1606.8076171875	2096.01953125	2226.873046875	1679.0380859375	1159.5048828125	11801.5546875	7979.2890625	9574.8515625	17970	4417.34765625	6074.9609375	11381.0703125	5279.515625	37966.65625	17433.515625	13387.7578125	15851.0703125	15470.265625	16511.71875	9318.046875	8682.4765625	25747.109375	25344.828125	27808.796875	21969.609375	17364.515625	16797.484375	17042.046875	13608.7109375	72549.75	37843.875	47109.28125	55761	44177.96875	28100.484375	19411.25	20772.609375	386.426025390625	260	202.45263671875	300.95263671875	166	107.136108398438	123.476318359375	93	19615.546875	16292.234375	11453.546875	9738.8515625	8988.2109375	8071.98046875	3644.716796875	1717.1884765625	800.4541015625	-0.999933094612625
"30"	125	383.060084250504	44.9006668893914	288	465	654.28857421875	360.072509765625	331.924072265625	89.3945922851562	236.903564453125	243	3648.580078125	3283.73046875	2134.576171875	6267.2265625	2054.48046875	2105.466796875	4876.49609375	1283.1796875	25874.78125	8958.9765625	25217.5625	18084.4375	15397.234375	10052.59375	16039.5	4628.75	25846.75	26237.421875	44413.84375	21968.515625	16770.1875	18071.765625	28588.328125	16183.1015625	72495.625	31545.609375	52974.21875	67017.625	54006.625	28679.65625	16027.4140625	23617.453125	822.40576171875	329.60888671875	149.43115234375	798.01025390625	452.602783203125	256.5234375	150.990356445312	446.598876953125	19007.34375	13463.90625	10524.4921875	8447.34375	7794.8203125	7218.88671875	3486.12890625	1387.076171875	773.27001953125	-0.996703816250993
"31"	127	594.154844733475	356.228830973307	415.817138671875	459.46826171875	385	385.059326171875	390.878662109375	341.7822265625	460.392822265625	373.406494140625	4554.76953125	4065.09765625	4860.94140625	5939.4921875	4037.755859375	4524.1875	3500.185546875	2620.078125	26011.125	13938.59375	32406.921875	14023.0390625	11305.921875	21503.375	21135.53125	12688.5	26887.921875	45425.84375	58509.5625	43190.25	19829.5625	34595.40625	34809.03125	22807.703125	37025.6875	34872.5	53636	70830.0625	55898.6875	27580.21875	33610.78125	36549.25	71	72	67	55	45	58	54	45	13939.9453125	17847.265625	13760.4296875	12165.640625	11406.6796875	9279.7421875	3375.341796875	1336.6298828125	639	-0.997611967001781
"32"	128	789.530253987113	1023.9098532158	83	124	130.130493164062	69	62.9787292480469	148	90	88	653	1579.0595703125	659.2392578125	1636.14453125	1255.5888671875	445	1290.1328125	509.197998046875	9973.453125	4668.0703125	20594.4375	9867.703125	8792.6640625	5350.61328125	15688.84375	2899.576171875	13174.046875	21299.828125	32521.78125	17721.796875	9789.7421875	14696.0703125	22594.703125	14219.0625	61585.4375	27253.40625	70603.75	64614.75	51750.71875	32825.8125	16312.6640625	42475.34375	77	96.9397583007812	185.996215820312	83.5604248046875	86.3670654296875	71	101.447326660156	105	9001.7734375	6947.2265625	5424.01171875	4939.34765625	4300.43359375	4748.4609375	1876.5009765625	739.13232421875	330.989013671875	-0.999400947740998
"33"	130	562.167082894572	394.314895897581	2291.8515625	3174.7265625	2522.494140625	1009.3212890625	793.697265625	837.4248046875	790.7685546875	938.13330078125	30685.90625	39825.09375	9767.9140625	12111.984375	15743.9609375	10411.859375	8941.5078125	6092.12109375	121581.4375	57221	71836.4375	31130.359375	30010.140625	37509.03125	51768.25	22589.59375	71069.8125	91073.5625	93139.875	74139.75	46967.5625	61854.4375	66693.9375	74835.5	204779.625	160878.5	228478.625	188490.5	137344.875	57396.5	52172.1875	84585.8125	61	44	52	46	50.301025390625	43	68	51	82477	37510.125	35262.15625	25182.1875	22686.984375	26288.140625	11526.765625	5285.36328125	1910.9970703125	-0.998226888712206
"34"	131	548.152987772921	353.999024508292	1051.080078125	851.10693359375	820	320.0849609375	311	237.735717773438	310.748291015625	281.659423828125	10002.09375	7546.51953125	2686.189453125	3141.86328125	2658.833984375	3056.236328125	2131.763671875	1852.3203125	51341.125	17160.84375	18289.1875	7580.85546875	7366.140625	13445.3203125	10022.453125	5522.09765625	18850.34375	23129.3125	32828.8125	22615.78125	11684.0078125	18403.75	22518.1875	16960.515625	66695.3125	60531.3125	79046.6875	59257.71875	40729.1875	16338.8515625	17012.3125	24748.90625	50	54	49	47	39	37	29	43	25983.796875	10388.328125	9224.6484375	6172.7265625	5980.71484375	7026.7734375	3000.455078125	1434.3798828125	640.07958984375	-0.999659818832063
"35"	136	548.153181335772	356.871902198122	1051.080078125	851.10693359375	820	320.0849609375	311	237.735717773438	310.748291015625	281.659423828125	10002.09375	7546.51953125	2686.189453125	3141.86328125	2658.833984375	3056.236328125	2131.763671875	1852.3203125	51341.125	17160.84375	18289.1875	7580.85546875	7366.140625	13445.3203125	10022.453125	5522.09765625	18850.34375	23129.3125	32828.8125	22615.78125	11684.0078125	18403.75	22518.1875	16960.515625	66695.3125	60531.3125	79046.6875	59257.71875	40729.1875	16338.8515625	17012.3125	24748.90625	50	59	49	47	39	37	38	43	25983.796875	10388.328125	9224.6484375	6172.7265625	5980.71484375	7026.7734375	3000.455078125	1434.3798828125	640.07958984375	-0.999659818832063
