,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
591.835770456414/719.418801627521,7.373491,8.041302,7.514471,7.571481,8.113046,8.589382,7.244282,7.231422,7.153007,7.707045,7.756616,8.099611,7.953696,7.976487,7.921307,8.597439,8.111046,7.934998,7.63507,8.178692,8.224419,7.933751,9.628092,9.829278,9.449443,9.266789,8.695516,9.1715,9.07626,9.182603,10.758675,10.199628,9.788129,9.85692,9.672052,9.571761,8.912095,9.082523,11.871143,12.000047,9.266789,9.280119,9.589037,9.430507,9.324253,9.327193
977.357398317571/914.434841838076,7.881827,8.12703,9.114595,8.263342,8.320455,7.954677,7.82922,8.056305,7.469846,7.575863,6.925646,7.244242,6.854592,7.491075,7.310959,7.309896,7.922313,7.599159,7.1331,7.466515,8.547004,8.837333,8.017841,8.011415,8.623606,8.804294,8.942203,8.691674,8.564252,8.418205,8.202766,8.488102,8.308574,8.955197,9.208646,9.462764,8.896408,8.749878,8.524313,8.545634,8.388258,8.17621,8.284083,8.311848,8.621108,8.647622
31.1087544424492/878.300162056268,10.947845,10.559801,11.032005,10.935295,10.224946,10.940353,11.068979,10.848875,10.335179,10.558784,10.333913,10.738189,9.945982,10.249698,9.614271,10.259998,9.347828,9.504218,9.739004,9.940233,8.972225,9.357997,9.390847,8.898933,8.963627,8.726524,9.074875,8.8339,8.965006,8.9784,8.615324,8.893516,8.853475,9.642169,8.521253,8.492026,7.922727,8.272844,8.135784,8.200208,9.492797,9.119545,9.976556,9.533223,9.568729,9.440009
830.745402018229/681.29094141742,13.244838,12.929589,12.436601,11.941978,12.495457,11.607636,13.427168,13.075006,11.786457,11.74341,11.415323,11.037369,11.024797,10.696751,11.762903,11.629732,10.967372,10.994955,11.069173,10.975431,10.200962,9.297446,10.631798,10.652208,9.406293,9.352971,10.122906,10.017069,9.541545,8.984033,9.658129,9.770304,10.107901,9.98296,10.355273,10.172137,8.957767,8.992732,9.76737,9.379481,10.516746,10.759577,10.847414,10.734917,10.566027,10.399873
545.36007101494/804.198676348012,7.482233,7.918448,7.716097,7.777925,9.220143,8.230306,7.747002,7.593974,6.934845,8.507765,7.83528,7.683507,7.854535,8.910587,8.302316,8.245639,7.479138,7.120603,7.307978,7.888543,8.658509,8.609887,7.652501,7.453618,8.093257,8.096986,7.675232,8.193158,8.276044,8.793307,7.227994,7.299671,7.113696,6.833537,7.090931,6.158724,7.955759,7.775353,6.994846,7.484745,7.716097,7.358635,7.682205,7.005991,7.369105,7.284354
866.190699527138/694.332173388865,11.247446,10.04863,10.780324,10.363839,10.444181,9.942956,11.332376,10.298194,10.111064,9.22253,9.272228,9.12311,9.370153,8.989299,9.361613,8.766306,8.968371,9.344926,8.553567,8.779851,8.507961,8.288173,8.913001,8.473409,7.737795,7.539275,7.816571,8.765472,7.100451,7.0457,7.641806,7.769328,8.273927,8.415987,8.081562,8.177293,7.257368,7.431783,7.248018,7.446168,8.744456,8.341161,8.820839,8.364139,8.931157,8.316801
861.041119491845/327.288034353167,10.47836,10.617059,9.716076,9.543441,9.777919,10.494636,9.885218,9.450824,9.44419,9.315361,8.824546,8.946522,8.785934,8.349096,8.436363,8.055297,8.529638,8.951497,8.114044,8.618711,8.038957,8.120289,7.607833,7.59639,7.504992,7.325611,7.860317,8.017382,7.848179,7.408091,6.880496,6.640177,7.576277,7.420664,7.410606,8.389881,7.264253,7.279565,6.418038,6.687183,8.14533,8.585243,7.649468,8.296468,8.478619,8.659399
31.1840703529224/1445.6685458168,11.001102,9.794183,11.547323,11.744914,9.777919,8.91619,11.109567,9.881536,9.962209,10.09635,11.00534,10.285109,10.517261,10.320751,9.529569,9.580943,9.776318,9.025314,9.926691,9.800967,9.247418,9.829113,9.693036,9.567988,8.768678,8.639581,9.171817,9.306065,8.824911,8.14604,9.136363,9.196028,9.033031,9.378723,8.767565,9.096944,8.125353,7.928347,8.579074,8.445354,9.331411,9.537989,9.600888,9.180756,9.036733,9.140461
562.53625381202/1180.47173220115,7.760524,7.950156,7.836388,8.118954,8.163337,8.434662,7.485277,7.801605,7.202757,7.037474,7.025327,7.665361,6.791405,7.39797,7.047942,6.922901,6.232774,7.201518,7.812534,8.061655,8.049652,7.913898,6.627326,7.190744,6.812197,7.679821,7.691223,7.875569,7.800801,8.249287,6.758253,6.986584,6.723783,7.361108,5.49713,6.045101,7.943704,7.950122,6.7627,7.141056,7.167266,6.492252,7.064537,7.144022,7.076742,7.761294
506.361173930921/694.094557313085,7.760524,8.207948,7.807242,8.002853,8.29876,8.198597,7.399551,7.830034,7.10148,7.168709,6.812258,7.427679,6.975503,7.612086,7.340726,7.222438,9.402067,9.607465,7.649113,8.298185,10.387059,9.952068,9.478072,9.319954,12.141746,11.889038,10.968729,10.914186,12.493673,11.804558,11.637747,11.55698,10.303164,10.143557,12.472439,12.077022,13.240192,12.871774,11.800943,12.028645,11.199677,11.240843,11.519181,11.20133,11.342038,11.037679
48.6724738405462/667.726989329506,8.734973,8.335627,10.279507,11.070414,8.061725,8.706738,9.352852,9.746903,8.49,8.214965,9.115372,8.990226,9.645206,8.926147,8.56966,8.53671,8.232606,7.708347,9.362117,9.100984,7.705056,8.428712,8.177532,7.59639,7.105576,8.095795,7.736307,8.337083,7.481858,7.599522,7.158457,7.247518,7.511515,8.293654,7.785166,8.112753,6.15275,7.02737,6.190855,7.551517,8.55209,8.844574,8.618565,8.514645,8.596385,8.232589
978.802999931469/899.476104258292,8.175552,8.470979,8.279986,7.871032,8.463818,8.794201,7.954747,8.089997,7.274306,7.400021,6.987327,7.268489,7.264435,7.099907,7.293682,6.977616,6.930624,6.442613,6.533616,7.197343,7.815885,7.364611,6.925,7.133442,7.114238,7.671269,7.644081,8.318107,7.691697,8.062364,7.318439,7.320965,7.001097,8.220766,7.974895,8.993718,7.698917,7.715038,7.259211,7.772449,7.307595,7.296993,7.659664,7.647557,7.703073,7.671099
799.260141473067/298.244954188777,13.005919,12.217653,11.778295,12.314019,12.077715,11.695417,11.990622,11.555399,11.386904,11.186986,11.55059,11.115692,10.911115,10.38515,10.623036,10.689616,11.075107,10.582534,10.751705,10.608554,10.606646,10.396151,10.057127,9.702119,9.948532,9.605338,10.363906,9.855389,10.191413,9.924692,9.3166,9.309612,9.787421,9.638723,9.959506,9.932291,9.699569,9.917317,9.387894,8.84734,10.370356,10.229084,10.621746,9.983613,10.069766,10.329747
886.098703484786/367.305594268357,9.945221,9.93728,9.734141,9.352143,9.331568,9.601552,9.20116,9.573211,9.314423,9.324367,8.758853,8.616088,8.823189,8.61697,8.393626,8.396153,8.339897,8.663291,8.108514,8.304221,7.759278,7.920118,7.351335,7.073772,7.314148,7.10399,7.703817,7.909103,7.566743,7.476724,7.471416,7.589263,7.011751,7.742579,8.292404,8.222667,7.297435,7.402653,7.155515,7.253533,7.889887,8.051225,8.199076,8.704121,8.298797,8.159834
522.801051625034/548.185414067896,8.182608,8.333477,8.169804,8.040953,8.986173,9.149679,8.001066,8.189569,8.214896,7.599321,7.634924,7.885135,7.125538,7.146446,7.20405,7.351714,9.447822,8.73772,8.054251,8.379055,9.339195,8.607228,8.482587,8.359979,11.431282,11.234374,10.176735,9.931603,11.752202,11.492144,10.992053,10.910289,10.791834,8.908251,12.849385,11.676272,13.707476,13.305166,12.669984,11.545961,11.655102,10.693148,10.647091,10.646841,10.649919,10.437801
31.2502805140981/1308.67930016093,11.244427,10.69361,12.768811,12.401241,10.124722,9.645086,11.355731,11.096687,10.819935,10.826941,11.759058,11.786896,11.600836,11.37601,10.92302,11.064494,10.529263,9.538685,11.493625,11.601616,10.533927,11.039183,10.449232,11.096495,9.961539,10.216865,10.452811,10.5292,9.995307,10.126498,10.44687,10.55296,10.522695,10.289397,9.94023,10.186393,9.317609,9.110007,9.934971,9.222001,10.55296,10.57119,10.154335,10.417017,10.873754,10.500997
33.0344736743392/163.940975416789,11.126484,10.253126,10.482532,10.047603,11.733025,10.570919,10.818229,10.055967,9.775395,9.07973,10.032451,9.427647,9.913029,9.196005,8.92423,9.011889,8.642163,8.356759,8.933032,8.26207,8.004717,8.061196,8.073785,8.448074,7.397285,7.444359,8.237783,8.241452,7.987044,8.260666,7.75163,7.884751,8.344601,8.02268,8.297732,8.26896,7.814596,7.619184,7.594055,7.531053,8.948371,8.535555,8.699722,8.704121,8.33902,8.891809
784.470309073465/677.396749109816,8.11745,8.070447,7.747123,7.809633,8.594213,8.198597,7.861289,7.695774,7.950495,8.259819,7.936911,8.470088,9.078383,8.839774,8.372844,9.090834,8.195707,8.378064,8.570979,8.732078,10.264314,9.90272,8.605395,8.946093,9.147307,9.405628,9.775012,9.558671,10.964662,10.769991,9.152822,9.304243,9.171849,8.930294,11.138143,11.102101,11.589073,11.75363,10.204117,10.330976,9.522362,9.912559,9.825043,9.720668,9.448819,9.735546
751.149913051672/255.195615482206,10.189708,10.063203,9.449409,9.703905,10.458928,9.461622,9.756351,9.764168,9.713631,8.439522,9.219658,8.710289,8.411742,8.526675,8.336464,8.153142,8.504112,8.391664,8.315739,7.889191,7.889528,7.274819,7.406002,7.781939,7.561691,7.448252,7.658015,7.259187,7.634591,7.1572,7.113136,7.435724,7.74674,7.120138,7.428973,8.13997,7.588759,7.495656,6.600711,6.446268,8.3354,8.385436,7.952852,7.907972,7.663248,7.658092
30.9146843291166/814.802851053921,10.704772,10.667512,10.525425,10.619287,11.076264,10.713147,10.001367,10.317506,10.078607,9.890817,9.911131,9.587566,9.468085,9.214182,9.620417,9.701161,8.474808,8.629677,9.093531,9.482138,8.703331,8.88922,9.157757,8.99427,7.855465,8.562478,8.635537,8.747872,8.773339,8.941467,8.351346,8.734336,8.842743,8.129721,8.0314,8.565259,8.132519,7.810884,7.639592,8.041817,8.564144,8.579469,8.807422,8.865762,8.972113,9.000411
557.982086717037/722.305772733057,7.900596,8.147328,7.684389,7.840659,8.852569,8.079408,7.642812,8.079388,9.262021,8.99383,8.818988,8.863018,9.977332,9.140155,9.253152,9.187598,8.615297,9.453328,9.024046,9.435899,8.200076,10.371982,9.509941,8.41288,8.618988,10.208596,9.154113,9.322642,8.440451,10.011593,9.576066,9.837222,9.38633,9.251908,8.100637,8.649677,7.889349,8.20915,6.8417,7.421821,8.665214,9.165547,10.278948,7.942646,10.030613,9.508109
587.491390830592/731.391022702537,7.927629,7.852861,7.973888,7.809633,7.713811,8.166177,7.82922,7.909466,7.153007,6.893097,6.764957,7.315792,6.875054,7.123364,7.312923,7.105089,5.710036,6.327159,6.607605,6.584429,6.794788,6.312345,7.417477,7.51801,6.588127,6.878589,6.718836,6.583526,6.659924,6.510382,8.353313,7.807951,5.638874,5.990424,7.810222,7.00901,5.953054,6.168692,10.149835,9.226329,7.312923,6.817977,8.049065,7.021658,7.017143,7.038865
882.588565224095/655.278577614267,12.057862,11.326757,11.454311,10.492353,12.383958,11.407762,11.757665,10.435062,10.681067,10.176404,9.503538,10.420758,11.022793,10.938108,10.302322,9.790423,9.620642,9.929964,10.138675,9.387246,9.853848,9.616086,9.074965,8.37541,8.687159,8.041838,9.482205,9.488981,9.642556,8.761855,8.650185,8.574912,9.259352,8.832448,9.876971,8.960111,9.172233,9.070713,8.841232,8.164003,9.298522,9.774813,9.463437,8.846154,8.993327,8.649109
471.204368725158/1172.35100525215,7.542351,7.886027,7.477946,7.840659,7.727754,8.564721,7.850914,7.272062,6.9051,6.967091,6.530525,6.75396,6.27999,7.027156,6.825571,7.176637,5.626022,6.11622,6.143754,6.693348,7.091276,7.220884,5.782542,5.983085,6.822134,6.299012,7.096165,7.215134,7.631636,7.830764,6.128558,6.034104,7.001362,7.147303,7.877449,7.824799,7.885064,8.234127,6.114321,6.39057,6.672523,6.572075,6.464218,6.659127,7.434232,7.234599
878.632772880688/354.303950559402,9.364581,8.852847,8.949783,8.76179,9.218358,9.751128,8.547441,8.545045,8.664685,7.908161,7.98728,7.820177,7.476243,7.544184,7.519592,7.597459,6.56212,7.846395,7.694985,6.999418,7.327412,7.106559,7.80436,7.518914,6.242744,6.39111,7.13011,7.435604,7.170512,7.071233,8.115075,7.664074,6.806388,7.06664,7.843633,7.950659,7.352424,7.261649,7.203937,7.60144,7.417887,7.249151,7.168152,7.514668,7.651823,7.671099
654.126311720463/1030.60284354635,10.683531,10.45442,10.768179,10.097971,9.570249,10.253628,10.646282,10.541762,9.62058,8.9495,8.822669,9.133249,7.885122,8.812977,9.350068,10.07098,8.23546,8.790544,8.661433,8.648325,7.654783,7.193141,8.872045,8.613637,7.210905,8.109393,8.387085,8.581635,6.646986,6.481624,7.71377,7.582179,7.051216,7.127591,7.44248,7.683299,6.553549,6.069186,5.949668,7.370451,7.118994,7.423214,8.472513,7.768335,8.651804,7.912532
997.251461631373/847.491708337475,8.213026,8.492674,9.203742,8.308429,8.790862,8.954664,8.384728,7.960091,7.966661,8.317533,7.530436,7.710741,6.954118,7.757947,7.617555,8.003768,8.035978,7.791114,7.552397,8.371334,8.942276,9.158909,8.386305,8.529581,9.287648,9.430649,9.607369,9.084816,9.341217,9.183241,9.141392,8.810255,8.971922,9.502019,10.604012,10.23797,10.059316,10.148609,9.609889,9.696055,8.381321,8.656789,9.000709,9.022793,8.752154,9.090957
551.666108248527/736.298379510067,12.54467,11.75224,12.56577,12.10742,14.29372,13.87532,13.92632,13.44663,16.55293,16.25654,17.21937,17.09844,17.31539,17.12065,16.38167,16.24804,17.31736,17.26699,17.62787,17.60317,17.85675,17.84767,17.23646,17.19049,17.40297,17.25032,18.03302,17.96982,18.20677,18.09579,17.48301,17.49067,17.40051,16.39967,16.45828,16.34189,17.78068,17.86707,17.37369,17.39275,17.12065,17.19221,17.16788,17.07753,17.10429,16.8904
572.881793105811/841.277863115026,10.293413,9.333879,9.321798,8.825215,10.048794,8.706738,9.587567,8.71681,7.795821,8.184269,8.732423,7.885263,8.499354,7.027156,7.109584,7.792269,8.501509,8.154833,7.736804,7.435489,7.227191,7.695088,7.181862,6.316414,6.535559,7.491524,6.87663,7.250171,6.594045,7.025725,6.477486,6.828818,7.495831,6.756319,6.905877,6.849562,6.142507,6.855206,8.533383,8.016633,7.941423,6.963813,7.649468,6.747925,7.212145,7.038865
802.726068864789/665.263882020862,10.654497,10.309221,9.915243,9.93742,10.340058,10.602251,10.611963,10.595601,9.753396,9.075454,9.036832,8.953597,9.063859,8.646153,8.379577,9.202688,8.263051,8.491409,8.410694,8.728081,8.183402,8.287963,7.437105,7.669916,7.514191,7.697967,8.116876,8.126433,7.939949,7.881028,6.980855,7.05119,7.91461,8.213198,7.915989,8.651517,7.533834,7.734337,7.19269,7.259262,8.18854,8.354455,8.102362,8.587688,8.550522,8.430116
971.402204547012/817.418108096335,8.542143,8.426586,8.42134,8.415343,8.722612,9.332337,8.244249,8.231388,7.481286,7.760245,7.104591,7.961484,7.835804,7.39797,6.84142,7.437947,6.557549,6.724141,6.51451,7.21572,7.402971,7.366175,7.085654,6.782002,7.618694,7.19198,7.458714,7.526112,6.710725,7.780545,6.528909,7.723793,7.308357,7.571329,7.990668,8.169426,7.302086,7.661051,7.189754,7.255694,6.988748,6.802549,7.487203,7.14123,7.072992,8.02162
713.39140346594/387.180324827212,10.282911,9.996434,9.739408,9.445924,9.453381,9.97352,10.304443,10.397944,9.013558,9.134302,8.565688,8.692478,8.029029,7.825245,8.70651,8.915999,8.445787,8.04952,7.824749,8.390085,6.863167,7.694208,7.833124,7.731315,7.356691,7.519004,8.071449,7.602058,6.539087,7.036453,7.057592,7.896734,7.080706,8.247961,7.691979,7.263921,6.289005,6.634263,6.494333,7.091429,7.906908,8.492135,7.989544,7.930459,7.831426,8.011514
981.231261136239/982.444661969363,8.231404,8.15451,7.89297,9.106233,8.594213,8.83602,8.07673,7.593974,7.449383,7.400021,7.226444,7.427679,6.833835,7.23525,7.047942,7.176637,6.766029,7.314969,6.885556,6.990279,7.758599,7.827355,7.368828,7.405099,7.114354,7.254926,7.165667,7.832348,7.376068,7.903046,7.32484,6.866289,7.146516,7.644719,7.58992,7.959637,7.397127,7.171876,7.182819,7.483921,7.707382,7.18126,7.901604,8.065466,7.627162,7.599548
40.7815613328365/532.102841900613,7.38708,7.233977,9.040228,8.475884,7.463842,8.064299,8.613321,8.972463,7.746354,8.020152,7.846211,8.019782,8.972804,8.820172,7.9739,7.48921,8.445794,8.078337,6.607605,7.21572,8.948407,8.751721,7.628523,7.624403,5.664259,6.435045,6.096328,6.471683,4.941009,5.596273,7.135975,7.253281,5.561416,6.583011,6.034022,7.079971,4.346437,4.77753,5.977963,5.925578,8.786573,7.757348,7.719368,8.373079,8.197907,8.176322
568.012771338747/608.206030600139,7.760524,8.333477,8.342269,8.067425,8.540227,8.379167,7.881611,9.251913,8.066501,7.645123,6.880422,7.49087,7.425707,7.358978,6.895953,7.40744,7.534005,8.265612,7.239811,8.539995,7.678084,8.01345,6.70151,6.383514,8.121428,8.491501,8.198904,8.401203,8.174653,8.394468,7.33332,6.926073,7.296532,8.475403,7.963994,8.509364,7.814391,8.294143,5.826862,7.086226,6.087683,8.04512,8.361987,7.893902,7.814136,7.830212
568.544682017544/835.327485365629,9.648602,9.576326,9.134308,9.732947,9.220143,9.945138,9.202661,9.056294,8.509899,8.944464,8.537226,8.864124,8.030054,8.371472,8.0564,8.325882,7.675044,8.28507,7.787337,7.555778,7.842933,8.068849,8.944164,8.421132,7.728017,7.773197,7.536713,7.869571,7.580418,7.694333,9.460998,9.017305,7.464468,8.160702,7.723061,8.078553,7.595576,7.305208,10.659032,10.748751,7.59994,7.92306,8.402641,8.436644,8.256529,8.386108
30.9398774264152/879.792172094591,10.787816,10.171406,10.406394,10.43071,10.160543,10.046584,10.174695,9.916388,9.870732,9.248675,9.608258,9.466135,9.354092,9.358943,9.44803,9.206574,8.462066,8.502527,8.724491,9.357821,8.32533,8.668899,8.647052,9.011404,7.512267,8.039481,8.386398,8.197061,8.462003,8.72204,8.317863,8.434793,8.19938,8.134878,8.114704,8.359202,7.546584,7.61218,7.271132,7.515513,8.635168,8.705238,9.189375,8.469658,9.351986,8.920112
31.2418244679769/920.304853444548,10.451092,9.323035,11.003951,11.024128,10.099847,9.729102,10.608903,10.04013,10.630505,10.28692,10.518434,10.268446,10.073672,10.204759,9.579776,9.839212,9.194457,8.780004,9.732798,10.193468,9.069097,9.184867,9.128427,9.890488,8.520606,8.787337,9.109553,8.717514,8.578541,9.085208,8.993203,8.821911,8.893682,8.787563,8.537667,8.477561,8.002782,7.757056,8.053029,8.008261,9.654145,9.073507,9.352298,9.618752,9.093734,9.605623
30.8890353085702/981.766580954767,10.38294,10.141819,10.209321,10.783025,10.080811,10.238115,9.893963,9.833669,9.024923,9.585785,9.613896,9.741531,9.429139,9.101923,9.25324,9.110671,8.268091,7.784045,9.455934,9.187618,8.070502,8.609095,8.730078,9.046852,7.51085,7.508603,8.213428,8.280304,7.868605,7.851399,8.046954,7.986365,7.742841,8.232584,7.859408,8.248593,7.440412,7.502657,7.405438,7.696652,8.551035,8.472235,8.2396,8.579646,8.773419,8.536072
540.5773272598/750.292893424006,13.63161,13.05753,12.90292,12.72277,15.14239,14.56076,14.24407,13.68845,15.06092,14.83699,15.64117,15.40695,16.35149,16.20555,15.9687,15.91502,15.5802,15.49479,15.51893,15.45843,16.85317,16.89914,15.82935,15.83179,16.32714,16.20745,16.11113,16.04105,16.86303,16.7372,15.65005,15.62428,15.69302,15.63965,14.67489,14.51235,16.32136,16.38715,15.35297,15.33773,15.62539,15.53008,15.58685,15.55856,15.47508,15.30783
585.468075400905/733.401849794242,7.600065,8.070447,7.651969,8.643609,7.926798,8.321452,7.244282,7.625682,7.202757,7.967042,7.40557,7.062052,6.702607,7.637659,7.006126,7.579972,6.557549,7.314969,6.330121,7.286974,6.823774,7.030214,7.886652,7.669916,6.797944,6.685967,7.338038,7.564585,7.191871,6.904936,7.422715,8.093895,8.545566,8.227995,6.541092,7.230349,7.28888,7.75348,8.282635,8.559095,7.118994,7.004837,7.367657,7.612511,7.872402,7.391002
31.2410176595052/1295.37347250125,10.228334,10.606807,11.217392,11.419784,10.055257,8.935556,11.476965,10.266485,10.152237,10.00582,10.572014,10.244125,10.720907,9.992283,10.328995,10.001503,10.266226,9.884213,9.744688,9.776001,9.832003,9.326547,9.911143,9.394511,8.676211,8.619428,9.002112,9.038778,8.878873,8.779865,9.329101,8.859153,9.416119,9.090496,8.227523,8.864242,7.813237,7.965782,8.594352,8.335408,9.133117,9.879627,10.004926,9.594014,9.770571,9.763941
551.941292746025/720.295867265991,8.451183,8.801622,8.514448,9.0003,9.042985,9.365898,8.600179,8.972463,9.958734,9.758841,10.506998,10.585006,10.872588,10.766142,10.978927,11.33182,11.092883,10.928162,11.241885,11.177283,12.108562,11.818421,12.117561,11.810214,11.777008,11.836941,12.103749,11.929864,11.934221,12.004012,11.979734,12.04271,11.051886,11.375249,12.272156,11.463406,12.801211,12.833982,12.180025,11.263717,11.375801,10.97585,11.093626,10.951646,11.065692,11.529886
30.7841401016503/1404.37160137954,9.792359,9.616403,9.584831,10.073954,9.705569,8.291705,10.68591,9.884438,9.311114,8.677078,8.890486,9.064163,9.444256,9.099856,9.180699,9.191274,9.068808,8.823619,8.132384,8.427011,8.398861,8.987668,8.535964,7.83884,6.813516,6.965486,8.048977,7.999034,6.58586,6.89657,7.269511,7.422149,7.587091,7.276053,6.942568,7.390291,6.712451,6.827054,7.158503,6.954479,8.589488,8.589488,8.794078,9.127914,8.867271,8.85608
