Sample,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
585.671232524671/703.399632244545,49,30,37,34,58,41,45,31,43,42,73,50,68,53,63,98,118,106,110.1712646,61.70275879,83.60821533,95,343.4975586,275.9760742,241.4066162,206,123,91.48223877,134.1647949,150,655.1704102,508.9846191,249,144.9350586,246.5413818,179,181,125,3077.990234,1542.973633,201.4455566,179,155.7047119,156,138.934082,127
392.886107863041/756.099900619135,38,41,47,57,46,41,42,60,83,87.87005615,138,103.3811646,122.6170654,177,177.0423584,106.3764038,453,274.901123,277.8383789,222.1765137,614.8671875,492.1379395,275.0004883,178.1328125,620.3144531,530.9467773,713.1166992,485,595.6123047,392.2797852,460.2028809,500.6809082,545.5576172,459.3830566,860,559,1027.78125,881.9296875,723,585.9575195,223.2357178,321.0683594,273.6933594,278.9953613,225,276.4047852
559.800539250959/718.279244436149,51,47,64.80926514,59,46,42,42,61,69,83,135.8111572,119.3685913,200.7716064,130,176,82,390,196.2644043,333.5620117,199.6221924,442.0183105,278.9919434,322,211,441.5966797,422.0212402,464,410,799.0351563,505.0361328,419.0551758,300.0185547,473.6599121,349,242.6387939,234.6036377,964.5175781,563.8334961,1027.441406,510.076416,220,263.0180664,202,273,137,190.9417725
488.644387763843/270.170884246927,591.4711914,197,255.2003174,273.7280273,629.4238281,216.4316406,664.4370117,252.381958,404.890625,288,715.5429688,290,864.7915039,455.597168,499,308.1271973,1025.717773,378.9238281,480.4304199,222,480,293.4584961,330.427002,343.0517578,391,231,228.7434082,246,349,260.2421875,302.729248,227.7818604,492.2946777,128.9572754,565,282.5539551,477.7023926,308,837.1069336,269,460.1433105,322,228,196.3175049,136.1563721,266
556.681703801741/739.276679771078,100,104,88,117,231.4620361,105,265.7929688,122,1360.637695,708.9272461,2744.699219,1619.286133,3205.486328,2098.347656,1268.792969,1112.114258,8555.304688,3894.347656,6101.402344,3768.988281,8993.898438,6572.222656,4736.378906,3838.925781,11146.33594,7269.5625,10160.94531,8280.398438,14912.27344,10095.5625,9810.5625,7517.003906,10563.49219,6210.335938,5079.921875,2877.208984,19728.73438,16053.96094,26099.92188,11109.72656,5119.371094,4247.988281,3520.263672,2804.621094,3069.044922,2706.267578
534.623072574013/723.270973565752,500.3808594,236,233.6223145,182,291,112,1126.481445,298.3286133,239.8886719,188.2513428,545.0341797,378.543457,396.814209,171.4771729,416.3933105,224,808.9482422,590.4956055,560.0019531,296.9382324,755.0610352,789.4438477,750,616.5898438,947.4921875,939.3745117,703.3808594,682.9584961,916.9375,761,1110,753.4526367,677,390.6337891,1442.568359,643,2122.060547,1675.302734,2275.878906,962,665.4926758,494.2819824,407.3327637,242.3690186,271.2817383,273.2495117
352.809124862939/584.129867756978,59,58,81,43,59.54953003,47,67,43,88.40167236,101.9530029,165,153.6757813,182,154.5338135,128.1022949,101,758.2485352,377.8325195,448.8452148,213,440.4655762,281.279541,209,180.1699219,981,626,715,500.8173828,769.2783203,485.4787598,543.902832,434.2373047,948.6040039,474.0964355,1209,758.8227539,1333.942383,942,1217.347656,334.4980469,361,332,261.7980957,296.8503418,192,233.0150146
674.092752021656/752.319627249672,76.31054688,64,64,80.66113281,87,52,75.86279297,89.01934814,200.059082,142,383,302.956543,176.3537598,138,360,211.3293457,791.8447266,276.4782715,220.0924072,201.7969971,249.5371094,243.8044434,282,299.2172852,376.1296387,285.4118652,363.9255371,352,255.3477783,200,349.4804688,343,692.2021484,348,553.09375,428.364502,457.9909668,345.8791504,1013.458984,316.5073242,353.2668457,263.9255371,268.232666,201,225.8043213,265.2785645
959.455172354715/425.303874620312,1302.045898,721.9370117,784.2412109,566.6796875,756.8276367,343,1828,900.71875,899,484,669.0957031,535,796.9702148,414.0505371,776.175293,629,2305.574219,1172.806641,658.7866211,587.4760742,649.0571289,413,866.4482422,767.0917969,702.7602539,489.8757324,472,421.0288086,368.0026855,252.2816162,515,360,824.7866211,553.7475586,1057.787109,534.3847656,645.8725586,430.328125,2055.058594,954.4077148,1012.9375,699,492.2770996,539.6430664,472.328125,500
422.510367945621/624.166594815556,47,41,59.24639893,46,145,42,43.13223267,54,120,115.7012329,148,158,126.5881348,146,93,83.45605469,210.0767822,268,232.6437988,223.2802734,588.3935547,387.0410156,274.2783203,169.3496094,661.6933594,715.6875,525.2333984,443,726.2338867,585,383.1413574,217,653.2368164,692.2016602,814.7426758,751.3710938,928.5908203,1011.883301,402.7963867,499.1655273,260,323.267334,200.5258789,240.4102783,200.7932129,254.6625977
371.816860265899/544.021946242846,365.0905762,136,43.87805176,56.00900269,164.1529541,76,164.935791,99,316.5856934,231.581543,85,63,777.9179688,331.7358398,194.0065918,171,1011.033691,377.3691406,241.2913818,267.1567383,462.5168457,272.0996094,144.0552979,149.8939209,351.8771973,247,112,118,398.8120117,257.4509277,365.7685547,219,584.5751953,437.9450684,225,176,296.503418,241.5133057,443.9538574,304,296.9482422,178.9078369,193.0458984,135.4078369,120,195
689.844160113418/241.179698291799,253.5566406,163.49646,150,142,200,201.8374023,236.7666016,170.8336182,241.9957275,271,202,168,184.0828857,149,141,174,402,293.779541,198.0898438,141,176.2583008,180,222,237.6448975,571.3291016,440.8864746,309,226,238,183,392.119873,306.3459473,700.8588867,562,878.9174805,478.7150879,764.1982422,552.0834961,1010.77002,449.4736328,289,284.0100098,191,173,179,178
643.667985882675/293.172129083719,1114,565.7431641,757.0288086,480.4499512,1205.783203,524.5170898,998.0288086,591,821.2412109,497,1038.416016,711.3574219,1208,819.6694336,739.8569336,510,1748.114258,768.9155273,1306,876.0722656,1064,863.8686523,927,624.3852539,1590.171875,1134.791016,1654.876953,1046.479492,1685.407227,1220.251953,1706.064453,1009.100098,2474.916016,1326.733398,3879.878906,2195.167969,4979.878906,3787.988281,4983.433594,2046.666016,1372.679688,1105.634766,734.8427734,716.3798828,739.706543,725
606.586932265968/855.304738724448,936.4199219,567.7460938,422.5407715,367.9567871,472,315.6633301,1003.464355,643.1420898,649.2006836,360,599.3188477,594,386.9160156,398.4042969,678,472.8308105,1357.313477,606.4291992,671.5078125,406.6992188,546.8388672,314,528.2456055,510.8322754,713.2109375,484.5612793,729.5620117,446.8857422,429.1726074,254.9294434,638.359375,496.2016602,719,406.3479004,816.8569336,341.8723145,570.1513672,393.6796875,1022.679688,647.7324219,775.6313477,711.3569336,460.1228027,458.8720703,553.3071289,419.1191406
31.284280710053/1180.69946292211,501.263916,531.3564453,1883.876953,963.4550781,336.1650391,81.65100098,750,599.3959961,690.6386719,684.1040039,3342.28125,1493.143555,1710.623047,1415.614258,741.3623047,842.1367188,1386.395508,579.8359375,3114.648438,1821.681641,1664.020508,1339.742188,1706.55957,2102.367188,1874.550781,1726.056641,1133.580078,1260.447266,1473.573242,1511.466797,2587.419922,2022.769531,3632.732422,1788.87207,2784.851563,1578.867188,2255.767578,1239.036133,3597.394531,1564.698242,1927.513672,1092.330078,942.265625,984.2924805,817.6884766,677.909668
561.493255079838/530.089714365304,151574.625,69636.625,67414.8125,44445.875,117406.1875,53707.59375,105707.0625,63935.9375,84324.1875,53535.40625,105679.5625,57101,98502.625,58540.8125,66841.25,50721.90625,117241.6875,60696.78125,90947.0625,50531.53125,71704.5625,55847.46875,41451.96875,38424.65625,62176.625,37338.34375,79762.625,56653.65625,63952.125,40563,50211.8125,31236.04688,101152.375,50335.4375,99180,48689.40625,62117.6875,52441.0625,105053.5,50144.40625,98582.0625,82133.8125,66104.9375,53441.8125,49117.9375,43920.9375
565.124053419682/703.396487712829,51,30,35,45,58,33,45,28,40,46,47,50,68,53,63,98,118,106,110.1712646,61.70275879,83.60821533,95,343.4975586,275.9760742,241.4066162,206,123,91.48223877,134.1647949,150,655.1704102,508.9846191,249,144.9350586,246.5413818,179,181,125,3077.990234,1542.973633,201.4455566,179,155.7047119,156,138.934082,127
585.153864274945/733.407843104052,51,48,43,64,50,39,44,37,59,80,93.54272461,52,63,88.55596924,68,82,124,119,66,83,105.0905762,92,202.1126709,161,168.9888916,119,149,152,161.9443359,101.5874634,233,274,577.581543,294,143.5491943,138.7335205,308,315,983.3364258,571,139,107,115.9796143,122,137.4943848,102.1176147
358.860352097896/667.091858037851,42,39,55,48,57,39,68,52,157.3166504,101,114.7431641,216,120.1089478,98,188,75.49401855,779.1064453,462,328.1491699,281.0285645,567.1098633,326,257.1503906,234.2689209,1139.293945,585.5883789,636.4765625,651.109375,944.4238281,396.3901367,559.6591797,358.7114258,877.3203125,531,1436.157227,855.8579102,1157.083984,893,979.8598633,388.4301758,448.78125,317.234375,260.8395996,225.0010986,219,276
558.384011787281/797.289435932098,125.7543335,105.6699829,90,161,192.1231689,186.0101318,173,176,1376.141602,1069.154297,2825.5,2174.328125,3364.546875,2507.960938,1751.610352,1431.213867,9997.070313,5364.960938,7912,4570.691406,11828.74219,9478.859375,5942.316406,5304.242188,14307.96875,9563.5,13471.05469,10635.86719,19296.14063,14466.67969,12762.01563,9911.84375,12971.91406,8044.074219,5569.710938,3355.449219,26746.20313,20611.67188,32852.75,15247.86719,6324.777344,4819.953125,4341.875,3949.708984,3818.855469,3588.033203
31.180140712805/1090.2572089081,386.1186523,256.7333984,411.8447266,378.987793,192.5632324,107.0635376,512.6225586,342,454.095459,212.3251953,488.0605469,401.8696289,1160.368164,468.3984375,429.1254883,312.5705566,974.6044922,415,686.6240234,418.3569336,481.3115234,594.2084961,580.75,679,507.802002,389.4309082,367.4077148,442.1352539,516.3144531,461.6789551,391.454834,340.0163574,610.3320313,500.7866211,540.3842773,437,699.7241211,431.6030273,974.184082,293.3173828,756,744.2358398,470.7028809,278.3552246,330.5517578,409.3564453
288.589649133515/409.055385574989,71.71374512,51,52,54,80,94.21722412,68,91,272,182.2265625,361.2290039,234,191.2156982,155,208.6782227,163.9821777,681.6811523,398.8457031,330.8911133,282.1530762,629.5737305,387.847168,290.8391113,192.1893311,834.7680664,582,502.3046875,433.1826172,590.0957031,495,386,224.8803711,734.3378906,549.2109375,763.6928711,461.9719238,862.1108398,747.6835938,971.3046875,345.8283691,378.2424316,290.4033203,215.527832,266.4719238,274.1826172,289.2226563
39.3008244832357/370.046821383874,85.52325439,56.53268433,150.4453125,130.1064453,40,47,284.7590332,226.7670898,80.58843994,76,188.3405762,142.7185059,615.6313477,415.668457,230.4467773,190.9101563,968.6884766,666.2626953,207,85.90087891,664.4467773,406,246.3569336,247,133,151.3302002,71.31103516,104.2373657,104,82,291.8156738,158.8944092,155,96.62506104,117.631958,125,74,84,232,191,497.5368652,332.932373,406.9335938,339.1960449,391.5061035,477.732666
610.630577756647/718.416984807077,43,42,68,57,60,43,60,63,147.1811523,181.6431885,466.3024902,376.526123,407.2824707,361.3833008,745.6513672,748.5834961,2517.740234,1315.337891,1192.137695,911,1323.0625,918.8818359,4771.511719,4544.265625,7681.023438,5396.003906,3887.904297,3288.960938,3206.373047,2549.835938,18288.34375,12265.19531,11409.25781,6719.195313,9830.203125,5540.351563,8508.34375,5568.902344,86799.8125,46422.9375,5202.164063,4374.0625,3444.015625,3125.378906,2664.353516,2635.845703
533.714985094572/700.315938842653,66,52,98.09857178,101,183.0267334,119.2444458,141.9660645,158.9338379,472,300.1499023,1184.708984,851.2373047,2609.708984,1633.307617,600,428.0170898,4450.265625,2429.439453,7079.277344,4138.355469,5743.785156,4401.59375,3535.701172,2945.027344,4283.402344,3159.855469,7562.730469,6797.09375,11714.76563,8154.617188,20274.73438,13199.30469,13599.77344,8348.5,11610.0625,5824.371094,13344.34375,10790.1875,52844.75,24654.75,5231.878906,4596.023438,3663.992188,3317.546875,2824.289063,2841.566406
31.2730523828875/1426.6866322758,338.541748,291.0629883,543.300293,664.4541016,229.6324463,112,511.9484863,338.982666,472.6442871,267.4916992,932.331543,408.954834,665.1396484,896.3598633,660.2421875,382.9555664,958.9501953,447.6442871,995.9213867,606.6625977,535.996582,467.3535156,769.7651367,602.9155273,688.1943359,500,497.8564453,615.4101563,445.1745605,315.4296875,630.387207,619.9775391,1014.658203,555.1542969,802.8886719,442.0422363,464.5773926,352.815918,1117.983398,484.2211914,836.6313477,744.1430664,637.2597656,402.6123047,539.3818359,419.0666504
549.337737501713/562.19844535013,92,72.82348633,65,68.25628662,109,74,101,101,119,121.5480347,156,156,116,96,177.4661865,173.4853516,840.0527344,377.7407227,340.0148926,211.932373,393.9650879,262.0634766,363.359375,308.1994629,745,708,375.4331055,409.0007324,581.8896484,421.1477051,685.8452148,493.6030273,805.777832,1094.043945,957.8964844,626.2592773,823.9736328,753.0673828,1585.280273,1311.974609,412.8312988,343.6062012,258.0285645,425.9758301,278.2324219,229
558.35633395011/878.222402897392,75,43,44,42,61.38983154,59,86,61,79.44104004,66,131.5792236,98.98486328,107.5800781,97,83,77,384.2866211,205.4014893,217,196.5938721,391.2180176,448.5783691,263.6520996,276,505.6918945,447.6965332,500.3261719,413.3723145,643.7807617,664.3198242,614.0698242,324.7299805,336.0385742,469.9909668,181.824585,197.9383545,851.7553711,822,956.0668945,492.5678711,363.4812012,175.8537598,161,193.817627,129.9154053,121
582.804760313871/733.408025940029,51,48,43,64,50,39,44,37,59,80,93.54272461,52,63,88.55596924,68,82,124,119,66,83,105.0905762,92,202.1126709,161,168.9888916,119,149,152,161.9443359,101.5874634,233,274,577.581543,294,143.5491943,138.7335205,308,315,983.3364258,571,139,107,115.9796143,122,137.4943848,102.1176147
974.573837547971/965.45575197743,62,67,54.34585571,61,88.3548584,49,113.690979,66,64,64,107,71,92,83,62,115,245,162,137.2285156,99.0838623,302.0524902,184.3305664,222,253,406.0234375,398.5134277,297,258,448.423584,306.083252,363.8579102,288.0944824,508.203125,285.8737793,689.9516602,522.2084961,779.8359375,564,952.0019531,545,295.3444824,344.9475098,379,218.5689697,230,205.8503418
592.135019402755/748.401257931951,49,48,45,44,48,38,47,40,47,49,69,57,77,50,123,73.13598633,71,72,86,67,90,78.28210449,497.5766602,559.1425781,123,128.354248,131,121,182,155.3443604,535.7197266,404.0480957,246.1381836,182,204,154.6602783,185.3242188,125.0179443,3692.929688,2171.330078,226.8046875,179,150.3933105,107.354248,84.28491211,110
31.2362105720922/1214.73543688668,568.7109375,346.4333496,683.8232422,542.2573242,537.4086914,218.7729492,603.0351563,377.9428711,561.1425781,581.1894531,1501.52832,840.0419922,812.0478516,486.2009277,781.5107422,449.4438477,964.2412109,493.8833008,1908.086914,1110.851563,919.3720703,617.1210938,1185.236328,1125.446289,1014.474121,1048.483398,889.9780273,655.7109375,1007.130371,974.2626953,1347.547852,1154.678711,2139.529297,1024.152344,1195.24707,995.1982422,954.4301758,743.6855469,2077.537109,788.9047852,754.6376953,543.3945313,436.5175781,644.3393555,447.1704102,676.2475586
570.224963807223/835.340174065758,210.9837646,136.0802002,104,100.6777954,125,112,120,88,128.3581543,157.5168457,165.451416,181.3413086,158.1123047,108.4476318,140.8273926,130.4602051,269.0595703,233.1230469,166.5263672,82,213,133,420.6691895,271,322,252.84729,171,187.7832031,212,175.5845947,957.0839844,519.6699219,273,280.6013184,325.7145996,249.7615967,380.9602051,230.8668213,5105.894531,2604.896484,194,202.2133789,201,216,179.4406738,203.5473633
708.404176946272/271.226429341291,24732.53125,9063.96875,8688.617188,5897.160156,10395.11719,4087.150391,16757.90625,9483.859375,15110.54688,6936.472656,15893.29688,7944.71875,13465.26563,5784.445313,10798.00781,6009.148438,30389.17188,11544.85938,15648.67969,7846.949219,10216.35156,6373.042969,8178.597656,7991.644531,14798.125,7576.480469,10040.07031,7794.324219,10019.45313,5069.789063,11121.38281,6896.710938,18753.03125,8352.289063,16664.46875,6494.910156,14841.23438,8917.9375,22672.95313,8142.75,16848.45313,11535.17969,10150.55469,8069.765625,6750.601563,5975.847656
353.201648912932/433.066328562995,59,59,45,38,37,57,56,65,137.8566895,85.04077148,173.7410889,190,97.92242432,132,171,268.107666,368.2873535,377,270.4450684,315,296.2229004,301.2038574,312.8046875,325,781.1157227,850.7246094,407.8320313,375.5556641,453.5571289,321,385.9370117,302,345.4179688,514.4345703,567.4780273,528.7709961,949,710.609375,614.3056641,458,294.5981445,302.6730957,188.4973145,216.1719971,245.4675293,193.6414795
842.538278680099/646.403400807663,43,34,52.36004639,37,48,45,46,42,54,53,51,47,43,41,38,36,95,83.94000244,46,47,93,110,91.31243896,108.6159058,136,147.2298584,114.159729,84.23339844,96,87.3057251,115,78.76898193,244,157,944.0454102,765.0522461,138,128,489,140,98.23858643,87.96063232,66.61676025,114.279541,96,62
31.2810702742192/1160.08245892795,438.5754395,176,394.0349121,496.8774414,144,116,523.6777344,275.7841797,371.3203125,286.1572266,856.9951172,476.9833984,828.0332031,593.7709961,405.0668945,484.3764648,939.3222656,373.1965332,549.0820313,439.3779297,574.8203125,342.1091309,542.7661133,567.1401367,487.4711914,411,384.467041,489,251.5891113,303.2641602,518.7041016,427.5876465,554.9868164,368.885498,413.4863281,279.644043,317.1501465,451.1928711,721.4682617,527,801.4501953,735.4438477,566.3188477,372.9780273,448.7854004,502.3063965
172.522229378684/528.984798082991,41,31,47,40,46,29,39,28,60,49.45028687,78.80688477,60,72,41,109.7460938,131.0430908,282.7446289,158.3616943,193.4224854,76.09637451,267.3984375,279,370.8557129,191,511.0629883,375.3083496,251,232,287,308,345,316.4597168,295.8728027,162.1761475,543.8969727,402.4978027,717.7827148,840,934.4086914,355.7460938,196.1225586,179.8168945,172.0822754,162,162,130
621.526462488007/334.152506769467,1247.272461,597,321,439.3117676,528.3876953,298.4157715,873,574,595.8212891,759,679,319.6567383,666,256.5522461,411.4445801,405,1634.027344,525.5151367,325,365,626,255.8636475,728,444.8479004,932.8896484,616.7099609,387.2580566,330.0102539,492.6696777,352,545.5117188,472.5634766,818.2333984,625,805.168457,655,820.4248047,558,936.8979492,673.7412109,529.2265625,415,323,584,357,491.0834961
31.2021930092259/1055.27829740043,697.3251953,504.8981934,974.0234375,1016.772949,333.3181152,205.5739746,1404.46875,956.3623047,823.4575195,752.4804688,1795.198242,1384.364258,1956.460938,1425.414063,1381.168945,974.6884766,2163.929688,991.1679688,1538.021484,1027.587891,1603.841797,1049.038086,1106.273438,929.4702148,928.0039063,1220.954102,1023.219727,840.8198242,911.456543,580.0219727,1331.563477,1100.220703,2143.447266,1175.19043,1320.760742,803.4814453,1034.183594,862.8544922,2366.650391,875.6103516,1910.058594,1151.265625,1573.751953,1239.5,1000.312988,1280.557617
